"Tabela 3573 - Pessoas de 10 anos ou mais de idade, por condição de atividade e de ocupação na semana de referência, segundo o sexo, a condição no domicílio e o compartilhamento da responsabilidade pelo domicílio, a naturalidade em relação ao município e os grupos de idade"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"3161007","São Domingos do Prata (MG)","Total","Total","440"
"3161056","São Félix de Minas (MG)","Total","Total","95"
"3161106","São Francisco (MG)","Total","Total","1920"
"3161205","São Francisco de Paula (MG)","Total","Total","111"
"3161304","São Francisco de Sales (MG)","Total","Total","218"
"3161403","São Francisco do Glória (MG)","Total","Total","152"
"3161502","São Geraldo (MG)","Total","Total","139"
"3161601","São Geraldo da Piedade (MG)","Total","Total","136"
"3161650","São Geraldo do Baixio (MG)","Total","Total","50"
"3161700","São Gonçalo do Abaeté (MG)","Total","Total","120"
"3161809","São Gonçalo do Pará (MG)","Total","Total","252"
"3161908","São Gonçalo do Rio Abaixo (MG)","Total","Total","455"
"3162005","São Gonçalo do Sapucaí (MG)","Total","Total","631"
"3162104","São Gotardo (MG)","Total","Total","609"
"3162203","São João Batista do Glória (MG)","Total","Total","274"
"3162252","São João da Lagoa (MG)","Total","Total","130"
"3162302","São João da Mata (MG)","Total","Total","50"
"3162401","São João da Ponte (MG)","Total","Total","744"
"3162450","São João das Missões (MG)","Total","Total","570"
"3162500","São João del Rei (MG)","Total","Total","2554"
"3162559","São João do Manhuaçu (MG)","Total","Total","92"
"3162575","São João do Manteninha (MG)","Total","Total","225"
"3162609","São João do Oriente (MG)","Total","Total","202"
"3162658","São João do Pacuí (MG)","Total","Total","109"
"3162708","São João do Paraíso (MG)","Total","Total","1061"
"3162807","São João Evangelista (MG)","Total","Total","431"
"3162906","São João Nepomuceno (MG)","Total","Total","547"
"3162922","São Joaquim de Bicas (MG)","Total","Total","815"
"3162948","São José da Barra (MG)","Total","Total","122"
"3162955","São José da Lapa (MG)","Total","Total","777"
"3163003","São José da Safira (MG)","Total","Total","73"
"3163102","São José da Varginha (MG)","Total","Total","91"
"3163201","São José do Alegre (MG)","Total","Total","143"
"3163300","São José do Divino (MG)","Total","Total","198"
"3163409","São José do Goiabal (MG)","Total","Total","164"
"3163508","São José do Jacuri (MG)","Total","Total","168"
"3163607","São José do Mantimento (MG)","Total","Total","182"
"3163706","São Lourenço (MG)","Total","Total","1403"
"3163805","São Miguel do Anta (MG)","Total","Total","82"
"3163904","São Pedro da União (MG)","Total","Total","71"
"3164001","São Pedro dos Ferros (MG)","Total","Total","276"
"3164100","São Pedro do Suaçuí (MG)","Total","Total","177"
"3164209","São Romão (MG)","Total","Total","365"
"3164308","São Roque de Minas (MG)","Total","Total","92"
"3164407","São Sebastião da Bela Vista (MG)","Total","Total","87"
"3164431","São Sebastião da Vargem Alegre (MG)","Total","Total","82"
"3164472","São Sebastião do Anta (MG)","Total","Total","166"
"3164506","São Sebastião do Maranhão (MG)","Total","Total","161"
"3164605","São Sebastião do Oeste (MG)","Total","Total","73"
"3164704","São Sebastião do Paraíso (MG)","Total","Total","1582"
"3164803","São Sebastião do Rio Preto (MG)","Total","Total","55"
"3164902","São Sebastião do Rio Verde (MG)","Total","Total","51"
"3165008","São Tiago (MG)","Total","Total","137"
"3165107","São Tomás de Aquino (MG)","Total","Total","161"
"3165206","São Tomé das Letras (MG)","Total","Total","142"
"3165305","São Vicente de Minas (MG)","Total","Total","140"
"3165404","Sapucaí-Mirim (MG)","Total","Total","149"
"3165503","Sardoá (MG)","Total","Total","205"
"3165537","Sarzedo (MG)","Total","Total","1065"
"3165552","Setubinha (MG)","Total","Total","198"
"3165560","Sem-Peixe (MG)","Total","Total","31"
"3165578","Senador Amaral (MG)","Total","Total","50"
"3165602","Senador Cortes (MG)","Total","Total","49"
"3165701","Senador Firmino (MG)","Total","Total","83"
"3165800","Senador José Bento (MG)","Total","Total","35"
"3165909","Senador Modestino Gonçalves (MG)","Total","Total","110"
"3166006","Senhora de Oliveira (MG)","Total","Total","91"
"3166105","Senhora do Porto (MG)","Total","Total","66"
"3166204","Senhora dos Remédios (MG)","Total","Total","419"
"3166303","Sericita (MG)","Total","Total","47"
"3166402","Seritinga (MG)","Total","Total","71"
"3166501","Serra Azul de Minas (MG)","Total","Total","83"
"3166600","Serra da Saudade (MG)","Total","Total","-"
"3166709","Serra dos Aimorés (MG)","Total","Total","340"
"3166808","Serra do Salitre (MG)","Total","Total","199"
"3166907","Serrania (MG)","Total","Total","77"
"3166956","Serranópolis de Minas (MG)","Total","Total","50"
"3167004","Serranos (MG)","Total","Total","31"
"3167103","Serro (MG)","Total","Total","752"
"3167202","Sete Lagoas (MG)","Total","Total","10116"
"3167301","Silveirânia (MG)","Total","Total","65"
"3167400","Silvianópolis (MG)","Total","Total","113"
"3167509","Simão Pereira (MG)","Total","Total","148"
"3167608","Simonésia (MG)","Total","Total","261"
"3167707","Sobrália (MG)","Total","Total","183"
"3167806","Soledade de Minas (MG)","Total","Total","178"
"3167905","Tabuleiro (MG)","Total","Total","108"
"3168002","Taiobeiras (MG)","Total","Total","929"
"3168051","Taparuba (MG)","Total","Total","44"
"3168101","Tapira (MG)","Total","Total","81"
"3168200","Tapiraí (MG)","Total","Total","27"
"3168309","Taquaraçu de Minas (MG)","Total","Total","105"
"3168408","Tarumirim (MG)","Total","Total","361"
"3168507","Teixeiras (MG)","Total","Total","336"
"3168606","Teófilo Otoni (MG)","Total","Total","5768"
"3168705","Timóteo (MG)","Total","Total","4809"
"3168804","Tiradentes (MG)","Total","Total","111"
"3168903","Tiros (MG)","Total","Total","76"
"3169000","Tocantins (MG)","Total","Total","394"
"3169059","Tocos do Moji (MG)","Total","Total","66"
"3169109","Toledo (MG)","Total","Total","70"
"3169208","Tombos (MG)","Total","Total","450"
"3169307","Três Corações (MG)","Total","Total","3636"
"3169356","Três Marias (MG)","Total","Total","1188"
"3169406","Três Pontas (MG)","Total","Total","1835"
"3169505","Tumiritinga (MG)","Total","Total","268"
"3169604","Tupaciguara (MG)","Total","Total","998"
"3169703","Turmalina (MG)","Total","Total","664"
"3169802","Turvolândia (MG)","Total","Total","65"
"3169901","Ubá (MG)","Total","Total","2086"
"3170008","Ubaí (MG)","Total","Total","597"
"3170057","Ubaporanga (MG)","Total","Total","405"
"3170107","Uberaba (MG)","Total","Total","8997"
"3170206","Uberlândia (MG)","Total","Total","18116"
"3170305","Umburatiba (MG)","Total","Total","87"
"3170404","Unaí (MG)","Total","Total","2585"
"3170438","União de Minas (MG)","Total","Total","192"
"3170479","Uruana de Minas (MG)","Total","Total","96"
"3170503","Urucânia (MG)","Total","Total","428"
"3170529","Urucuia (MG)","Total","Total","589"
"3170578","Vargem Alegre (MG)","Total","Total","309"
"3170602","Vargem Bonita (MG)","Total","Total","14"
"3170651","Vargem Grande do Rio Pardo (MG)","Total","Total","293"
"3170701","Varginha (MG)","Total","Total","4586"
"3170750","Varjão de Minas (MG)","Total","Total","279"
"3170800","Várzea da Palma (MG)","Total","Total","1726"
"3170909","Varzelândia (MG)","Total","Total","567"
"3171006","Vazante (MG)","Total","Total","855"
"3171030","Verdelândia (MG)","Total","Total","334"
"3171071","Veredinha (MG)","Total","Total","187"
"3171105","Veríssimo (MG)","Total","Total","182"
"3171154","Vermelho Novo (MG)","Total","Total","72"
"3171204","Vespasiano (MG)","Total","Total","4330"
"3171303","Viçosa (MG)","Total","Total","2435"
"3171402","Vieiras (MG)","Total","Total","50"
"3171501","Mathias Lobato (MG)","Total","Total","172"
"3171600","Virgem da Lapa (MG)","Total","Total","691"
"3171709","Virgínia (MG)","Total","Total","111"
"3171808","Virginópolis (MG)","Total","Total","386"
"3171907","Virgolândia (MG)","Total","Total","151"
"3172004","Visconde do Rio Branco (MG)","Total","Total","1036"
"3172103","Volta Grande (MG)","Total","Total","152"
"3172202","Wenceslau Braz (MG)","Total","Total","22"
"3200102","Afonso Cláudio (ES)","Total","Total","672"
"3200136","Águia Branca (ES)","Total","Total","191"
"3200169","Água Doce do Norte (ES)","Total","Total","253"
"3200201","Alegre (ES)","Total","Total","855"
"3200300","Alfredo Chaves (ES)","Total","Total","247"
"3200359","Alto Rio Novo (ES)","Total","Total","232"
"3200409","Anchieta (ES)","Total","Total","1085"
"3200508","Apiacá (ES)","Total","Total","219"
"3200607","Aracruz (ES)","Total","Total","4122"
"3200706","Atílio Vivácqua (ES)","Total","Total","268"
"3200805","Baixo Guandu (ES)","Total","Total","1153"
"3200904","Barra de São Francisco (ES)","Total","Total","1658"
"3201001","Boa Esperança (ES)","Total","Total","535"
"3201100","Bom Jesus do Norte (ES)","Total","Total","274"
"3201159","Brejetuba (ES)","Total","Total","98"
"3201209","Cachoeiro de Itapemirim (ES)","Total","Total","7779"
"3201308","Cariacica (ES)","Total","Total","15295"
"3201407","Castelo (ES)","Total","Total","640"
"3201506","Colatina (ES)","Total","Total","3780"
"3201605","Conceição da Barra (ES)","Total","Total","1510"
"3201704","Conceição do Castelo (ES)","Total","Total","284"
"3201803","Divino de São Lourenço (ES)","Total","Total","64"
"3201902","Domingos Martins (ES)","Total","Total","367"
"3202009","Dores do Rio Preto (ES)","Total","Total","99"
"3202108","Ecoporanga (ES)","Total","Total","792"
"3202207","Fundão (ES)","Total","Total","613"
"3202256","Governador Lindenberg (ES)","Total","Total","105"
"3202306","Guaçuí (ES)","Total","Total","944"
"3202405","Guarapari (ES)","Total","Total","4756"
"3202454","Ibatiba (ES)","Total","Total","464"
"3202504","Ibiraçu (ES)","Total","Total","448"
"3202553","Ibitirama (ES)","Total","Total","216"
"3202603","Iconha (ES)","Total","Total","291"
"3202652","Irupi (ES)","Total","Total","137"
"3202702","Itaguaçu (ES)","Total","Total","232"
"3202801","Itapemirim (ES)","Total","Total","1008"
"3202900","Itarana (ES)","Total","Total","147"
"3203007","Iúna (ES)","Total","Total","316"
"3203056","Jaguaré (ES)","Total","Total","1187"
"3203106","Jerônimo Monteiro (ES)","Total","Total","286"
"3203130","João Neiva (ES)","Total","Total","571"
"3203163","Laranja da Terra (ES)","Total","Total","66"
"3203205","Linhares (ES)","Total","Total","6115"
"3203304","Mantenópolis (ES)","Total","Total","434"
"3203320","Marataízes (ES)","Total","Total","1334"
"3203346","Marechal Floriano (ES)","Total","Total","279"
"3203353","Marilândia (ES)","Total","Total","215"
"3203403","Mimoso do Sul (ES)","Total","Total","506"
"3203502","Montanha (ES)","Total","Total","599"
"3203601","Mucurici (ES)","Total","Total","247"
"3203700","Muniz Freire (ES)","Total","Total","395"
"3203809","Muqui (ES)","Total","Total","628"
"3203908","Nova Venécia (ES)","Total","Total","1310"
"3204005","Pancas (ES)","Total","Total","571"
"3204054","Pedro Canário (ES)","Total","Total","1108"
"3204104","Pinheiros (ES)","Total","Total","820"
"3204203","Piúma (ES)","Total","Total","728"
"3204252","Ponto Belo (ES)","Total","Total","358"
"3204302","Presidente Kennedy (ES)","Total","Total","406"
"3204351","Rio Bananal (ES)","Total","Total","271"
"3204401","Rio Novo do Sul (ES)","Total","Total","362"
"3204500","Santa Leopoldina (ES)","Total","Total","264"
"3204559","Santa Maria de Jetibá (ES)","Total","Total","291"
"3204609","Santa Teresa (ES)","Total","Total","308"
"3204658","São Domingos do Norte (ES)","Total","Total","247"
"3204708","São Gabriel da Palha (ES)","Total","Total","750"
"3204807","São José do Calçado (ES)","Total","Total","332"
"3204906","São Mateus (ES)","Total","Total","5423"
"3204955","São Roque do Canaã (ES)","Total","Total","104"
"3205002","Serra (ES)","Total","Total","20691"
"3205010","Sooretama (ES)","Total","Total","1173"
"3205036","Vargem Alta (ES)","Total","Total","407"
"3205069","Venda Nova do Imigrante (ES)","Total","Total","355"
"3205101","Viana (ES)","Total","Total","2901"
"3205150","Vila Pavão (ES)","Total","Total","133"
"3205176","Vila Valério (ES)","Total","Total","180"
"3205200","Vila Velha (ES)","Total","Total","15634"
"3205309","Vitória (ES)","Total","Total","12913"
"3300100","Angra dos Reis (RJ)","Total","Total","7110"
"3300159","Aperibé (RJ)","Total","Total","219"
"3300209","Araruama (RJ)","Total","Total","5625"
"3300225","Areal (RJ)","Total","Total","538"
"3300233","Armação dos Búzios (RJ)","Total","Total","857"
"3300258","Arraial do Cabo (RJ)","Total","Total","1496"
"3300308","Barra do Piraí (RJ)","Total","Total","4565"
"3300407","Barra Mansa (RJ)","Total","Total","7430"
"3300456","Belford Roxo (RJ)","Total","Total","21749"
"3300506","Bom Jardim (RJ)","Total","Total","477"
"3300605","Bom Jesus do Itabapoana (RJ)","Total","Total","1556"
"3300704","Cabo Frio (RJ)","Total","Total","8827"
"3300803","Cachoeiras de Macacu (RJ)","Total","Total","2599"
"3300902","Cambuci (RJ)","Total","Total","508"
"3300936","Carapebus (RJ)","Total","Total","838"
"3300951","Comendador Levy Gasparian (RJ)","Total","Total","441"
"3301009","Campos dos Goytacazes (RJ)","Total","Total","21645"
"3301108","Cantagalo (RJ)","Total","Total","379"
"3301157","Cardoso Moreira (RJ)","Total","Total","447"
"3301207","Carmo (RJ)","Total","Total","626"
"3301306","Casimiro de Abreu (RJ)","Total","Total","1540"
"3301405","Conceição de Macabu (RJ)","Total","Total","1033"
"3301504","Cordeiro (RJ)","Total","Total","690"
"3301603","Duas Barras (RJ)","Total","Total","218"
"3301702","Duque de Caxias (RJ)","Total","Total","44524"
"3301801","Engenheiro Paulo de Frontin (RJ)","Total","Total","808"
"3301850","Guapimirim (RJ)","Total","Total","3252"
"3301876","Iguaba Grande (RJ)","Total","Total","1424"
"3301900","Itaboraí (RJ)","Total","Total","12039"
"3302007","Itaguaí (RJ)","Total","Total","6215"
"3302056","Italva (RJ)","Total","Total","555"
"3302106","Itaocara (RJ)","Total","Total","877"
"3302205","Itaperuna (RJ)","Total","Total","3317"
"3302254","Itatiaia (RJ)","Total","Total","1176"
"3302270","Japeri (RJ)","Total","Total","4225"
"3302304","Laje do Muriaé (RJ)","Total","Total","377"
"3302403","Macaé (RJ)","Total","Total","8338"
"3302452","Macuco (RJ)","Total","Total","195"
"3302502","Magé (RJ)","Total","Total","11850"
"3302601","Mangaratiba (RJ)","Total","Total","1344"
"3302700","Maricá (RJ)","Total","Total","4842"
"3302809","Mendes (RJ)","Total","Total","914"
"3302858","Mesquita (RJ)","Total","Total","8188"
"3302908","Miguel Pereira (RJ)","Total","Total","1153"
"3303005","Miracema (RJ)","Total","Total","1286"
"3303104","Natividade (RJ)","Total","Total","561"
"3303203","Nilópolis (RJ)","Total","Total","7253"
"3303302","Niterói (RJ)","Total","Total","16026"
"3303401","Nova Friburgo (RJ)","Total","Total","3731"
"3303500","Nova Iguaçu (RJ)","Total","Total","39839"
"3303609","Paracambi (RJ)","Total","Total","2008"
"3303708","Paraíba do Sul (RJ)","Total","Total","1665"
"3303807","Paraty (RJ)","Total","Total","926"
"3303856","Paty do Alferes (RJ)","Total","Total","838"
"3303906","Petrópolis (RJ)","Total","Total","10526"
"3303955","Pinheiral (RJ)","Total","Total","1013"
"3304003","Piraí (RJ)","Total","Total","1127"
"3304102","Porciúncula (RJ)","Total","Total","941"
"3304110","Porto Real (RJ)","Total","Total","902"
"3304128","Quatis (RJ)","Total","Total","441"
"3304144","Queimados (RJ)","Total","Total","7001"
"3304151","Quissamã (RJ)","Total","Total","1132"
"3304201","Resende (RJ)","Total","Total","5129"
"3304300","Rio Bonito (RJ)","Total","Total","2335"
"3304409","Rio Claro (RJ)","Total","Total","385"
"3304508","Rio das Flores (RJ)","Total","Total","218"
"3304524","Rio das Ostras (RJ)","Total","Total","4609"
"3304557","Rio de Janeiro (RJ)","Total","Total","229324"
"3304607","Santa Maria Madalena (RJ)","Total","Total","368"
"3304706","Santo Antônio de Pádua (RJ)","Total","Total","1264"
"3304755","São Francisco de Itabapoana (RJ)","Total","Total","1804"
"3304805","São Fidélis (RJ)","Total","Total","850"
"3304904","São Gonçalo (RJ)","Total","Total","50238"
"3305000","São João da Barra (RJ)","Total","Total","1186"
"3305109","São João de Meriti (RJ)","Total","Total","20451"
"3305133","São José de Ubá (RJ)","Total","Total","179"
"3305158","São José do Vale do Rio Preto (RJ)","Total","Total","702"
"3305208","São Pedro da Aldeia (RJ)","Total","Total","4425"
"3305307","São Sebastião do Alto (RJ)","Total","Total","145"
"3305406","Sapucaia (RJ)","Total","Total","400"
"3305505","Saquarema (RJ)","Total","Total","3629"
"3305554","Seropédica (RJ)","Total","Total","4150"
"3305604","Silva Jardim (RJ)","Total","Total","1144"
"3305703","Sumidouro (RJ)","Total","Total","137"
