"Tabela 1394 - Domicílios particulares permanentes, por situação do domicílio e existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio, segundo o tipo do domicílio, a condição de ocupação e o tipo de esgotamento sanitário"
"Variável - Domicílios particulares permanentes (Unidades)"
"Cód.","Bairro","Condição de ocupação do domicílio","Tipo de esgotamento sanitário","Ano x Situação do domicílio x Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio x Tipo de domicílio"
"Cód.","Bairro","Condição de ocupação do domicílio","Tipo de esgotamento sanitário","2010"
"Cód.","Bairro","Condição de ocupação do domicílio","Tipo de esgotamento sanitário","Total"
"Cód.","Bairro","Condição de ocupação do domicílio","Tipo de esgotamento sanitário","Tinham banheiro de uso exclusivo do domicílio - 1 banheiro","Tinham banheiro de uso exclusivo do domicílio - 2 banheiros","Tinham banheiro de uso exclusivo do domicílio - 3 banheiros","Tinham banheiro de uso exclusivo do domicílio - 4 banheiros ou mais","Tinham sanitário","Não tinham banheiro nem sanitário"
"Cód.","Bairro","Condição de ocupação do domicílio","Tipo de esgotamento sanitário","Total","Total","Total","Total","Total","Total"
"1301100005","Urbano Sebastião Borges - Careiro (AM)","Total","Total","126","10","1","-","299","50"
"1301209001","Do Pera - Coari (AM)","Total","Total","646","31","5","3","39","34"
"1301209002","Chagas Aguiar - Coari (AM)","Total","Total","910","242","31","12","50","17"
"1301209003","Santa Helena - Coari (AM)","Total","Total","563","86","20","7","5","2"
"1301209004","Duque de Caxias - Coari (AM)","Total","Total","370","86","12","5","129","1"
"1301209005","Itamarati - Coari (AM)","Total","Total","702","137","22","7","268","23"
"1301209006","Santa Efigênia - Coari (AM)","Total","Total","483","93","16","3","21","11"
"1301209007","União - Coari (AM)","Total","Total","893","209","47","12","220","58"
"1301209008","Urucu - Coari (AM)","Total","Total","816","148","21","4","252","19"
"1301209009","Espírito Santo - Coari (AM)","Total","Total","430","83","17","3","14","16"
"1301209010","Tauá Mirim - Coari (AM)","Total","Total","694","220","41","18","26","1"
"1301209011","Centro - Coari (AM)","Total","Total","661","234","74","34","15","10"
"1301407001","Centro - Eirunepé (AM)","Total","Total","159","34","14","9","56","7"
"1301407002","Nossa Senhora do Perpétuo Socorro - Eirunepé (AM)","Total","Total","99","9","-","1","468","80"
"1301407003","Santo Antônio - Eirunepé (AM)","Total","Total","212","32","3","1","569","83"
"1301407004","Nossa Senhora Aparecida - Eirunepé (AM)","Total","Total","157","39","10","3","255","37"
"1301407005","Nossa Senhora de Fátima - Eirunepé (AM)","Total","Total","595","135","21","10","984","143"
"1301407006","São José - Eirunepé (AM)","Total","Total","117","31","4","4","224","39"
"1301704001","São Domingos Sávio - Humaitá (AM)","Total","Total","527","105","11","-","109","16"
"1301704002","Nova Humaitá - Humaitá (AM)","Total","Total","670","145","27","8","311","20"
"1301704003","São Pedro - Humaitá (AM)","Total","Total","271","118","18","5","52","3"
"1301704004","São Sebastião - Humaitá (AM)","Total","Total","205","28","2","4","68","4"
"1301704005","São Francisco - Humaitá (AM)","Total","Total","637","113","9","2","43","17"
"1301704006","Santo Antônio - Humaitá (AM)","Total","Total","423","76","9","2","8","4"
"1301704007","Novo Centenário - Humaitá (AM)","Total","Total","186","49","8","2","18","-"
"1301704008","São José - Humaitá (AM)","Total","Total","160","41","9","5","21","4"
"1301704009","Centro - Humaitá (AM)","Total","Total","347","124","26","5","8","4"
"1301704010","São Cristóvão - Humaitá (AM)","Total","Total","658","121","9","4","152","30"
"1301704011","Nossa Senhora do Carmo - Humaitá (AM)","Total","Total","458","26","4","-","22","2"
"1301704012","Divino Pranto - Humaitá (AM)","Total","Total","261","49","7","-","25","3"
"1301704013","Nova Esperança - Humaitá (AM)","Total","Total","55","4","-","-","40","4"
"1301902001","Centro - Itacoatiara (AM)","Total","Total","406","216","74","43","10","1"
"1301902002","Colônia - Itacoatiara (AM)","Total","Total","428","131","16","11","43","16"
"1301902003","Jauary - Itacoatiara (AM)","Total","Total","918","226","47","6","61","28"
"1301902004","Prainha - Itacoatiara (AM)","Total","Total","497","30","4","-","53","2"
"1301902005","Pedreiras - Itacoatiara (AM)","Total","Total","262","52","10","4","13","4"
"1301902006","Do Iracy - Itacoatiara (AM)","Total","Total","650","329","89","24","55","3"
"1301902007","Santa Luzia - Itacoatiara (AM)","Total","Total","327","94","23","3","22","-"
"1301902008","São Jorge - Itacoatiara (AM)","Total","Total","276","59","4","-","85","6"
"1301902009","Santo Antônio - Itacoatiara (AM)","Total","Total","789","99","9","4","76","7"
"1301902010","Araújo Costa - Itacoatiara (AM)","Total","Total","311","88","10","5","49","4"
"1301902011","São Cristóvão - Itacoatiara (AM)","Total","Total","968","98","9","-","44","2"
"1301902012","São Francisco - Itacoatiara (AM)","Total","Total","744","76","6","2","114","9"
"1301902013","Tiradentes - Itacoatiara (AM)","Total","Total","376","94","18","1","33","4"
"1301902015","Florestal - Itacoatiara (AM)","Total","Total","104","16","2","-","14","3"
"1301902016","da Paz - Itacoatiara (AM)","Total","Total","159","7","-","-","112","4"
"1301902017","Eduardo Braga I - Itacoatiara (AM)","Total","Total","307","24","3","-","229","8"
"1301902018","Eduardo Braga II - Itacoatiara (AM)","Total","Total","205","10","1","-","260","19"
"1301902019","Mamoud Amed - Itacoatiara (AM)","Total","Total","576","33","6","3","211","36"
"1301902020","Jauary II - Itacoatiara (AM)","Total","Total","374","83","12","3","59","6"
"1301902021","Jardim Adriana - Itacoatiara (AM)","Total","Total","73","4","-","1","18","3"
"1301902022","Mutirão - Itacoatiara (AM)","Total","Total","155","17","3","-","-","2"
"1301902023","Nogueira Junior - Itacoatiara (AM)","Total","Total","193","5","1","-","17","12"
"1301902024","Jardim Lorena - Itacoatiara (AM)","Total","Total","68","12","-","-","28","-"
"1301902025","Centenário - Itacoatiara (AM)","Total","Total","2","2","-","-","17","-"
"1302405001","Bairro da Fonte - Lábrea (AM)","Total","Total","631","40","6","-","445","94"
"1302405002","Centro - Lábrea (AM)","Total","Total","685","181","32","16","72","17"
"1302405003","São José - Lábrea (AM)","Total","Total","326","59","8","2","-","9"
"1302405004","Barra Limpa - Lábrea (AM)","Total","Total","336","51","12","2","144","3"
"1302405005","Nossa Senhora de Fátima - Lábrea (AM)","Total","Total","352","30","3","-","41","5"
"1302405006","Vila Falcão - Lábrea (AM)","Total","Total","467","44","5","2","456","125"
"1302405007","Pantanal - Lábrea (AM)","Total","Total","145","28","5","-","230","108"
"1302405008","Bairro Novo - Lábrea (AM)","Total","Total","42","6","1","-","11","2"
"1302504001","Centro - Manacapuru (AM)","Total","Total","868","373","93","44","42","7"
"1302504002","Aparecida - Manacapuru (AM)","Total","Total","647","150","27","12","192","24"
"1302504003","Biribiri - Manacapuru (AM)","Total","Total","370","76","18","2","153","9"
"1302504004","Liberdade - Manacapuru (AM)","Total","Total","1420","279","45","15","569","46"
"1302504005","Morada do Sol - Manacapuru (AM)","Total","Total","415","81","8","11","166","31"
"1302504006","São Francisco - Manacapuru (AM)","Total","Total","799","195","39","9","31","19"
"1302504007","São José - Manacapuru (AM)","Total","Total","1059","312","65","16","516","86"
"1302504008","Terra Preta - Manacapuru (AM)","Total","Total","663","203","39","11","245","16"
"1302504009","União - Manacapuru (AM)","Total","Total","564","134","28","6","174","19"
"1302504010","Correnteza - Manacapuru (AM)","Total","Total","601","79","11","2","211","53"
"1302504011","Nova Manacá - Manacapuru (AM)","Total","Total","381","44","6","1","145","27"
"1302603001","Centro - Manaus (AM)","Total","Total","5825","2241","712","454","299","9"
"1302603002","Nossa Senhora Aparecida - Manaus (AM)","Total","Total","1211","461","173","69","82","1"
"1302603003","Presidente Vargas - Manaus (AM)","Total","Total","1245","399","118","63","199","6"
"1302603004","Praça 14 de Janeiro - Manaus (AM)","Total","Total","1869","664","135","77","27","8"
"1302603005","Cachoeirinha - Manaus (AM)","Total","Total","3266","983","301","129","91","13"
"1302603006","São Raimundo - Manaus (AM)","Total","Total","2642","862","242","87","56","12"
"1302603007","Glória - Manaus (AM)","Total","Total","1554","409","130","92","68","6"
"1302603008","Santo Antônio - Manaus (AM)","Total","Total","3717","1001","238","110","71","11"
"1302603009","Vila da Prata - Manaus (AM)","Total","Total","1899","577","168","37","57","7"
"1302603010","Compensa - Manaus (AM)","Total","Total","13383","3582","618","280","635","70"
"1302603011","São Jorge - Manaus (AM)","Total","Total","3742","1430","442","127","135","5"
"1302603012","Santo Agostinho - Manaus (AM)","Total","Total","2983","1012","202","43","72","24"
"1302603013","Nova Esperança - Manaus (AM)","Total","Total","2941","977","371","202","58","5"
"1302603014","Lírio do Vale - Manaus (AM)","Total","Total","3662","1381","291","80","119","10"
"1302603015","Planalto - Manaus (AM)","Total","Total","1464","1583","783","392","28","1"
"1302603016","Alvorada - Manaus (AM)","Total","Total","11369","3573","935","347","461","31"
"1302603017","Redenção - Manaus (AM)","Total","Total","6077","1750","443","146","282","26"
"1302603018","Da Paz - Manaus (AM)","Total","Total","2411","959","301","102","199","-"
"1302603019","Raiz - Manaus (AM)","Total","Total","2538","908","155","63","71","6"
"1302603020","São Francisco - Manaus (AM)","Total","Total","2833","904","261","184","23","24"
"1302603021","Petrópolis - Manaus (AM)","Total","Total","7673","1985","455","177","207","49"
"1302603022","Japiim - Manaus (AM)","Total","Total","8491","3154","991","442","391","33"
"1302603023","Coroado - Manaus (AM)","Total","Total","9198","2683","611","200","338","29"
"1302603024","Educandos - Manaus (AM)","Total","Total","3033","555","113","44","251","15"
"1302603025","Santa Luzia - Manaus (AM)","Total","Total","1181","343","61","26","119","1"
"1302603026","Morro da Liberdade - Manaus (AM)","Total","Total","2436","489","91","28","61","3"
"1302603027","Betânia - Manaus (AM)","Total","Total","2134","490","107","32","136","5"
"1302603028","Colônia Oliveira Machado - Manaus (AM)","Total","Total","1529","268","73","14","139","-"
"1302603029","São Lázaro - Manaus (AM)","Total","Total","2140","612","396","25","116","4"
"1302603030","Crespo - Manaus (AM)","Total","Total","3086","534","97","25","239","35"
"1302603031","Vila Buriti - Manaus (AM)","Total","Total","349","111","65","6","-","-"
"1302603032","Distrito Industrial I - Manaus (AM)","Total","Total","462","155","35","10","41","8"
"1302603033","Mauazinho - Manaus (AM)","Total","Total","3988","630","107","34","745","78"
"1302603034","Colônia Antônio Aleixo - Manaus (AM)","Total","Total","2507","421","55","21","790","90"
"1302603035","Puraquequara - Manaus (AM)","Total","Total","959","136","14","16","232","26"
"1302603036","Dom Pedro I - Manaus (AM)","Total","Total","1698","1312","842","586","22","5"
"1302603037","Flores - Manaus (AM)","Total","Total","7640","3080","1328","1171","243","42"
"1302603038","Parque 10 de Novembro - Manaus (AM)","Total","Total","4108","4132","2332","1227","58","14"
"1302603039","Aleixo - Manaus (AM)","Total","Total","2253","1548","754","810","125","8"
"1302603040","Adrianópolis - Manaus (AM)","Total","Total","604","723","558","715","15","4"
"1302603041","Nossa Senhora das Graças - Manaus (AM)","Total","Total","1849","1093","872","636","33","6"
"1302603042","São Geraldo - Manaus (AM)","Total","Total","1373","412","265","64","96","3"
"1302603043","Chapada - Manaus (AM)","Total","Total","1701","1273","578","167","18","7"
"1302603044","Colônia Santo Antônio - Manaus (AM)","Total","Total","3344","825","158","35","226","16"
"1302603045","Novo Israel - Manaus (AM)","Total","Total","2914","573","99","23","426","33"
"1302603046","Colônia Terra Nova - Manaus (AM)","Total","Total","8963","1286","210","45","633","293"
"1302603047","Santa Etelvina - Manaus (AM)","Total","Total","4969","874","114","34","353","92"
"1302603048","Monte das Oliveiras - Manaus (AM)","Total","Total","7611","1271","168","46","680","207"
"1302603049","Cidade Nova - Manaus (AM)","Total","Total","20538","7429","1785","519","871","121"
"1302603050","Ponta Negra - Manaus (AM)","Total","Total","392","191","148","638","27","7"
"1302603051","Tarumã - Manaus (AM)","Total","Total","4941","799","146","112","781","248"
"1302603052","Armando Mendes - Manaus (AM)","Total","Total","4998","978","168","54","579","39"
"1302603053","Zumbi dos Palmares - Manaus (AM)","Total","Total","6096","1139","149","49","601","44"
"1302603054","São José Operário - Manaus (AM)","Total","Total","11541","2976","585","187","789","119"
"1302603055","Tancredo Neves - Manaus (AM)","Total","Total","8596","1449","220","45","1247","140"
"1302603056","Jorge Teixeira - Manaus (AM)","Total","Total","19897","3218","426","108","3342","454"
"1302603057","Distrito Industrial II - Manaus (AM)","Total","Total","795","74","17","9","127","14"
"1302603058","Novo Aleixo - Manaus (AM)","Total","Total","16280","4692","855","227","1704","280"
"1302603059","Cidade de Deus - Manaus (AM)","Total","Total","13526","2264","324","83","975","347"
"1302603060","Nova Cidade - Manaus (AM)","Total","Total","13006","2312","318","67","133","46"
"1302603061","Tarumã-Açu - Manaus (AM)","Total","Total","2350","405","85","66","142","59"
"1302603062","Gilberto Mestrinho - Manaus (AM)","Total","Total","10048","1675","224","47","1399","245"
"1302603063","Lago Azul - Manaus (AM)","Total","Total","1241","186","36","14","322","73"
"1302702001","Santa Luzia - Manicoré (AM)","Total","Total","544","134","18","11","117","17"
"1302702002","Dom Bosco - Manicoré (AM)","Total","Total","321","52","8","5","8","1"
"1302702003","Rocinha - Manicoré (AM)","Total","Total","33","3","2","-","16","2"
"1302702004","Manicorezinho - Manicoré (AM)","Total","Total","106","30","2","-","5","-"
"1302702005","Auxiliadora - Manicoré (AM)","Total","Total","571","86","9","5","518","55"
"1302702006","Mazzarelo - Manicoré (AM)","Total","Total","171","52","11","4","57","-"
"1302702007","Nossa Senhora do Rosário - Manicoré (AM)","Total","Total","196","43","11","-","76","5"
"1302702008","São Domingos Sávio - Manicoré (AM)","Total","Total","177","42","3","3","1","2"
"1302702009","Colônia da Ribeira - Manicoré (AM)","Total","Total","150","24","-","1","3","1"
"1302702010","Centro - Manicoré (AM)","Total","Total","288","60","14","4","120","3"
"1302702011","Ipasea - Manicoré (AM)","Total","Total","79","37","3","-","-","-"
"1302900001","Mário Fonseca - Maués (AM)","Total","Total","368","52","2","2","98","11"
"1302900002","Centro - Maués (AM)","Total","Total","571","136","26","15","47","9"
"1302900003","Ramalho Júnior - Maués (AM)","Total","Total","623","124","19","6","68","6"
"1302900004","Maresia - Maués (AM)","Total","Total","227","67","25","11","4","-"
"1302900005","Santa Luzia - Maués (AM)","Total","Total","1129","192","28","4","90","5"
"1302900006","Santa Tereza - Maués (AM)","Total","Total","51","25","2","5","31","1"
"1302900007","Do eden - Maués (AM)","Total","Total","191","22","2","1","38","3"
"1302900008","Donga Michiles - Maués (AM)","Total","Total","432","25","4","1","172","26"
"1302900009","Novo Bairro - Maués (AM)","Total","Total","7","-","-","1","22","13"
"1303106001","Vale do Sol - Nova Olinda do Norte (AM)","Total","Total","167","9","-","1","123","28"
"1303106002","Santa Maria - Nova Olinda do Norte (AM)","Total","Total","242","50","12","-","48","19"
"1303106003","Chicolândia - Nova Olinda do Norte (AM)","Total","Total","254","24","1","1","148","16"
"1303106004","Santa Luzia - Nova Olinda do Norte (AM)","Total","Total","334","56","5","6","128","24"
"1303106005","Nossa Senhora de Fátima - Nova Olinda do Norte (AM)","Total","Total","149","37","9","2","157","19"
"1303106006","Aerolândia - Nova Olinda do Norte (AM)","Total","Total","215","17","2","1","135","39"
"1303106007","Centro - Nova Olinda do Norte (AM)","Total","Total","224","87","27","5","11","3"
"1303304001","Centro - Novo Aripuanã (AM)","Total","Total","329","126","24","5","15","7"
"1303304002","Dos Trabalhadores - Novo Aripuanã (AM)","Total","Total","85","18","-","2","88","19"
"1303304003","Tv - Novo Aripuanã (AM)","Total","Total","181","43","7","-","19","7"
"1303304004","Japiim - Novo Aripuanã (AM)","Total","Total","353","46","8","1","151","26"
"1303304005","Nossa Senhora da Conceição - Novo Aripuanã (AM)","Total","Total","600","73","11","4","342","82"
"1303403001","Centro - Parintins (AM)","Total","Total","644","302","109","84","58","8"
"1303403002","Francesa - Parintins (AM)","Total","Total","370","135","51","39","31","1"
"1303403003","Santa Clara - Parintins (AM)","Total","Total","242","78","25","8","13","3"
"1303403004","Raimundo Muniz - Parintins (AM)","Total","Total","60","76","47","44","2","-"
"1303403005","Santa Rita - Parintins (AM)","Total","Total","252","73","15","8","64","2"
"1303403006","Palmares - Parintins (AM)","Total","Total","826","182","38","25","223","16"
"1303403007","Nossa Senhora de Nazaré - Parintins (AM)","Total","Total","427","137","32","16","61","3"
"1303403008","São Vicente de Paula - Parintins (AM)","Total","Total","171","75","19","17","51","3"
"1303403009","Emílio Moreira - Parintins (AM)","Total","Total","118","69","21","8","19","-"
"1303403010","Vitória Régia - Parintins (AM)","Total","Total","173","88","36","22","27","-"
"1303403011","São Benedito - Parintins (AM)","Total","Total","576","195","49","24","37","2"
"1303403012","São José - Parintins (AM)","Total","Total","341","83","14","8","150","8"
"1303403013","João Novo - Parintins (AM)","Total","Total","140","75","26","8","1","-"
"1303403014","Dejard Vieira - Parintins (AM)","Total","Total","250","112","28","5","18","2"
"1303403015","Distrito Industrial - Parintins (AM)","Total","Total","..","..","..","..","..",".."
"1303403016","Itaúna I - Parintins (AM)","Total","Total","648","122","15","9","271","14"
"1303403017","Jacareacanga - Parintins (AM)","Total","Total","43","7","1","2","1","-"
"1303403018","Paulo Corrêa - Parintins (AM)","Total","Total","1663","70","11","4","930","117"
"1303403019","Itaúna II - Parintins (AM)","Total","Total","924","112","14","2","460","10"
"1303403020","Castanheira - Parintins (AM)","Total","Total","77","13","-","3","3","-"
"1303536001","Centro - Presidente Figueiredo (AM)","Total","Total","347","61","8","3","20","5"
"1303536002","Honório Roldão - Presidente Figueiredo (AM)","Total","Total","217","64","13","1","6","1"
"1303536003","Tancredo Neves - Presidente Figueiredo (AM)","Total","Total","245","36","10","2","57","1"
"1303536004","Urubuí - Presidente Figueiredo (AM)","Total","Total","25","12","6","4","-","1"
"1303536005","José Dutra - Presidente Figueiredo (AM)","Total","Total","184","36","3","2","4","1"
"1303536006","Morada do Sol - Presidente Figueiredo (AM)","Total","Total","220","68","12","17","7","1"
"1303536007","Sol Nascente - Presidente Figueiredo (AM)","Total","Total","241","37","5","1","32","4"
"1303536008","Aida Mendonça - Presidente Figueiredo (AM)","Total","Total","319","34","8","4","6","1"
"1303536009","Orquídeas - Presidente Figueiredo (AM)","Total","Total","138","21","1","1","3","7"
"1303536010","Galo da Serra - Presidente Figueiredo (AM)","Total","Total","281","65","8","1","8","12"
"1303536011","Maruaga - Presidente Figueiredo (AM)","Total","Total","7","2","-","-","2","-"
"1303536012","Waimiri - Presidente Figueiredo (AM)","Total","Total","1","175","34","6","-","-"
"1303536013","Atroari - Presidente Figueiredo (AM)","Total","Total","137","61","5","1","-","-"
"1303700001","Centro - Santo Antônio do Içá (AM)","Total","Total","139","28","3","1","65","-"
"1303700002","Franco - Santo Antônio do Içá (AM)","Total","Total","5","-","-","-","33","1"
"1303700003","Independência - Santo Antônio do Içá (AM)","Total","Total","28","3","2","1","142","19"
"1303700004","Presidente Vargas - Santo Antônio do Içá (AM)","Total","Total","52","1","-","-","64","3"
"1303700005","Pataquira - Santo Antônio do Içá (AM)","Total","Total","9","2","-","-","24","1"
"1303700006","Taboca - Santo Antônio do Içá (AM)","Total","Total","66","9","3","-","94","-"
"1303700007","São Francisco - Santo Antônio do Içá (AM)","Total","Total","53","11","-","2","103","10"
"1303700008","Alvaro Maia - Santo Antônio do Içá (AM)","Total","Total","102","39","4","4","83","-"
"1303700009","Planalto - Santo Antônio do Içá (AM)","Total","Total","40","4","-","-","77","4"
"1303700010","Santa Etelvina - Santo Antônio do Içá (AM)","Total","Total","81","21","9","2","260","8"
"1303700011","Campina - Santo Antônio do Içá (AM)","Total","Total","35","15","4","1","287","9"
"1303700012","Tarauacá - Santo Antônio do Içá (AM)","Total","Total","5","4","1","-","86","15"
"1303908001","Centro - São Paulo de Olivença (AM)","Total","Total","71","28","8","2","10","1"
"1303908002","Santa Terezinha - São Paulo de Olivença (AM)","Total","Total","105","11","2","-","358","86"
"1303908003","Benjamin Constant - São Paulo de Olivença (AM)","Total","Total","34","4","2","-","15","3"
"1303908004","de Campinas - São Paulo de Olivença (AM)","Total","Total","197","35","10","1","166","19"
"1303908005","Nosso Senhor do Bonfin - São Paulo de Olivença (AM)","Total","Total","184","18","2","2","90","10"
"1303908006","São João - São Paulo de Olivença (AM)","Total","Total","140","28","7","1","33","16"
"1303908007","Colônia São Sebastião - São Paulo de Olivença (AM)","Total","Total","20","-","1","-","188","32"
"1303908008","José Carlos Mestrinho - São Paulo de Olivença (AM)","Total","Total","64","5","1","-","167","16"
"1303908009","União - São Paulo de Olivença (AM)","Total","Total","-","-","-","-","32","10"
"1304005001","Centro - Silves (AM)","Total","Total","125","21","2","4","2","1"
"1304005002","Macajatuba - Silves (AM)","Total","Total","206","21","3","1","131","8"
"1304005003","Castanheira - Silves (AM)","Total","Total","16","4","-","-","7","1"
"1304005004","Panorama - Silves (AM)","Total","Total","100","20","2","-","4","2"
"1304005005","Governador Plinio Coelho - Silves (AM)","Total","Total","70","12","1","-","40","-"
"1304005006","Vila Costa - Silves (AM)","Total","Total","37","3","-","-","33","-"
"1304401001","Centro - Urucurituba (AM)","Total","Total","203","65","12","4","6","3"
"1304401002","Aparecida - Urucurituba (AM)","Total","Total","277","50","2","2","56","4"
"1304401003","Livramento - Urucurituba (AM)","Total","Total","129","22","1","-","70","6"
"1304401004","Pedreiras - Urucurituba (AM)","Total","Total","41","5","1","1","36","8"
