"Tabela 2031 - Pessoas de 10 anos ou mais de idade ocupadas na semana de referência por posição na ocupação e categoria do emprego no trabalho principal"
"Variável - Pessoas de 10 anos ou mais de idade ocupadas na semana de referência (Pessoas)"
"Cód.","Município","Ano x Posição na ocupação e categoria do emprego no trabalho principal"
"Cód.","Município","2010"
"Cód.","Município","Total","Empregado - com carteira de trabalho assinada","Empregado - militar e funcionário público estatutário","Empregado - outro sem carteira de trabalho assinada","Não remunerado em ajuda a membro do domicílio","Trabalhador na produção para o próprio consumo","Empregador","Conta própria"
"2708105","Santana do Mundaú (AL)","3493","321","170","749","111","1036","-","1107"
"2708204","São Brás (AL)","1977","338","121","594","67","480","-","376"
"2708303","São José da Laje (AL)","6698","3017","433","1752","105","361","158","872"
"2708402","São José da Tapera (AL)","12050","1264","526","2573","992","4349","45","2301"
"2708501","São Luís do Quitunde (AL)","9509","4652","465","2034","57","843","57","1401"
"2708600","São Miguel dos Campos (AL)","16662","8980","644","4151","191","309","206","2181"
"2708709","São Miguel dos Milagres (AL)","2359","666","74","669","34","206","17","692"
"2708808","São Sebastião (AL)","11318","2433","296","3156","252","3109","63","2009"
"2708907","Satuba (AL)","4297","2314","344","1001","6","4","17","610"
"2708956","Senador Rui Palmeira (AL)","5370","567","135","1234","106","2585","24","719"
"2709004","Tanque d'Arca (AL)","2262","269","90","743","18","627","11","505"
"2709103","Taquarana (AL)","7771","759","283","2048","481","2551","4","1645"
"2709152","Teotônio Vilela (AL)","11358","4390","835","3467","244","916","181","1326"
"2709202","Traipu (AL)","8252","458","335","2583","272","3121","43","1440"
"2709301","União dos Palmares (AL)","19096","6408","484","5409","481","1985","126","4203"
"2709400","Viçosa (AL)","6195","1399","486","1834","99","917","56","1404"
"2800100","Amparo do São Francisco (SE)","913","102","91","231","3","110","2","375"
"2800209","Aquidabã (SE)","7105","1281","287","2264","151","1243","59","1821"
"2800308","Aracaju (SE)","252493","128020","22192","41646","3270","1149","6695","49521"
"2800407","Arauá (SE)","3955","769","36","1826","78","436","-","809"
"2800506","Areia Branca (SE)","6657","1906","241","1640","140","832","20","1878"
"2800605","Barra dos Coqueiros (SE)","8469","3801","497","1194","49","178","67","2682"
"2800670","Boquim (SE)","10237","1717","720","3358","383","1111","115","2834"
"2800704","Brejo Grande (SE)","2693","189","128","484","27","257","9","1598"
"2801009","Campo do Brito (SE)","7461","1556","352","2144","190","545","245","2428"
"2801108","Canhoba (SE)","1753","178","127","701","146","105","7","488"
"2801207","Canindé de São Francisco (SE)","8922","1494","409","3607","407","1293","97","1616"
"2801306","Capela (SE)","9581","3800","746","2558","127","557","71","1721"
"2801405","Carira (SE)","7729","1486","415","3364","53","616","46","1749"
"2801504","Carmópolis (SE)","4296","2471","359","664","-","103","4","695"
"2801603","Cedro de São João (SE)","1997","342","200","547","49","157","24","679"
"2801702","Cristinápolis (SE)","6045","1075","143","2464","163","600","87","1514"
"2801900","Cumbe (SE)","1593","305","128","379","29","501","7","243"
"2802007","Divina Pastora (SE)","1489","456","188","485","56","106","-","197"
"2802106","Estância (SE)","24532","9016","1222","5467","767","1723","365","5972"
"2802205","Feira Nova (SE)","1579","224","179","595","10","244","6","320"
"2802304","Frei Paulo (SE)","6038","2454","330","1695","97","452","13","997"
"2802403","Gararu (SE)","3698","464","205","891","55","986","15","1082"
"2802502","General Maynard (SE)","925","527","81","140","8","91","16","63"
"2802601","Gracho Cardoso (SE)","2031","98","197","600","137","661","16","323"
"2802700","Ilha das Flores (SE)","2094","366","23","708","77","258","5","657"
"2802809","Indiaroba (SE)","6002","1120","208","1289","174","1084","26","2102"
"2802908","Itabaiana (SE)","39895","9679","1253","10649","600","1896","813","15005"
"2803005","Itabaianinha (SE)","15658","1968","401","6905","467","1498","202","4217"
"2803104","Itabi (SE)","1843","296","110","535","7","424","-","471"
"2803203","Itaporanga d'Ajuda (SE)","9557","3488","706","1975","292","1302","25","1770"
"2803302","Japaratuba (SE)","6394","2107","419","1356","320","938","33","1220"
"2803401","Japoatã (SE)","4637","1106","141","1390","75","819","8","1097"
"2803500","Lagarto (SE)","41680","9368","1555","13672","1091","3108","423","12463"
"2803609","Laranjeiras (SE)","7438","4629","395","1160","94","298","7","854"
"2803708","Macambira (SE)","2763","572","40","1400","5","294","2","449"
"2803807","Malhada dos Bois (SE)","1119","218","139","439","5","117","3","198"
"2803906","Malhador (SE)","5481","622","158","1757","127","245","29","2542"
"2804003","Maruim (SE)","5304","2346","478","971","31","326","27","1126"
"2804102","Moita Bonita (SE)","5696","453","53","1377","274","661","25","2854"
"2804201","Monte Alegre de Sergipe (SE)","4866","427","312","1374","267","1172","14","1300"
"2804300","Muribeca (SE)","2575","853","283","540","38","434","23","404"
"2804409","Neópolis (SE)","5504","1779","363","1252","85","924","29","1072"
"2804458","Nossa Senhora Aparecida (SE)","3873","646","37","956","119","915","6","1193"
"2804508","Nossa Senhora da Glória (SE)","14438","2914","748","4166","609","2366","199","3438"
"2804607","Nossa Senhora das Dores (SE)","9008","1895","423","2560","164","1157","180","2631"
"2804706","Nossa Senhora de Lourdes (SE)","2313","401","75","701","55","359","10","712"
"2804805","Nossa Senhora do Socorro (SE)","61668","32064","3105","11982","1326","688","393","12111"
"2804904","Pacatuba (SE)","4458","505","109","750","299","1601","12","1181"
"2805000","Pedra Mole (SE)","1239","284","159","336","11","246","10","192"
"2805109","Pedrinhas (SE)","3680","507","133","1199","152","335","26","1328"
"2805208","Pinhão (SE)","2519","426","210","729","84","578","9","483"
"2805307","Pirambu (SE)","3335","564","157","781","170","521","33","1108"
"2805406","Poço Redondo (SE)","10296","1276","334","2311","863","2278","30","3203"
"2805505","Poço Verde (SE)","8886","873","263","3374","454","1987","190","1745"
"2805604","Porto da Folha (SE)","10159","1507","292","2963","353","3085","32","1927"
"2805703","Propriá (SE)","10677","3809","472","2615","159","619","184","2818"
"2805802","Riachão do Dantas (SE)","6827","1012","15","2294","110","753","-","2643"
"2805901","Riachuelo (SE)","3008","1657","211","596","9","152","7","375"
"2806008","Ribeirópolis (SE)","8321","1755","425","2181","271","761","17","2911"
"2806107","Rosário do Catete (SE)","3059","1697","154","651","46","174","13","325"
"2806206","Salgado (SE)","7928","1292","634","3203","294","602","115","1788"
"2806305","Santa Luzia do Itanhy (SE)","4556","597","197","1398","161","636","9","1558"
"2806404","Santana do São Francisco (SE)","2749","556","262","585","100","478","3","765"
"2806503","Santa Rosa de Lima (SE)","1053","477","-","295","5","69","5","202"
"2806602","Santo Amaro das Brotas (SE)","3300","1312","341","601","43","267","23","713"
"2806701","São Cristóvão (SE)","31556","14756","2078","6250","537","1212","329","6394"
"2806800","São Domingos (SE)","4994","922","89","1670","102","840","39","1331"
"2806909","São Francisco (SE)","1255","351","81","332","15","88","3","385"
"2807006","São Miguel do Aleixo (SE)","1719","245","94","755","76","308","6","236"
"2807105","Simão Dias (SE)","15473","3410","643","4003","412","3070","83","3852"
"2807204","Siriri (SE)","2368","1065","237","513","8","183","3","359"
"2807303","Telha (SE)","850","303","7","314","5","37","3","181"
"2807402","Tobias Barreto (SE)","21524","2744","985","7489","545","1645","398","7718"
"2807501","Tomar do Geru (SE)","5151","417","265","1878","151","883","40","1517"
"2807600","Umbaúba (SE)","9520","1867","83","3405","249","810","155","2952"
"2900108","Abaíra (BA)","3352","317","226","1084","140","1064","-","520"
"2900207","Abaré (BA)","5749","752","443","1666","311","1042","59","1476"
"2900306","Acajutiba (BA)","5420","698","160","1922","221","903","36","1479"
"2900355","Adustina (BA)","5472","296","199","2369","135","1054","68","1351"
"2900405","Água Fria (BA)","6459","845","414","1096","130","2996","20","957"
"2900504","Érico Cardoso (BA)","5242","980","60","1078","96","2583","12","433"
"2900603","Aiquara (BA)","1820","462","72","830","51","193","-","213"
"2900702","Alagoinhas (BA)","58100","25906","2003","12443","962","1973","705","14109"
"2900801","Alcobaça (BA)","8721","1394","160","2981","147","671","317","3051"
"2900900","Almadina (BA)","1769","512","3","730","6","97","2","419"
"2901007","Amargosa (BA)","14801","2977","397","4583","805","1679","260","4099"
"2901106","Amélia Rodrigues (BA)","9642","3398","458","2757","189","740","148","1951"
"2901155","América Dourada (BA)","4716","688","21","2384","107","457","6","1052"
"2901205","Anagé (BA)","8499","1548","58","3163","182","1804","29","1716"
"2901304","Andaraí (BA)","4462","515","283","1566","89","1133","-","877"
"2901353","Andorinha (BA)","6090","1160","281","1917","117","1625","49","941"
"2901403","Angical (BA)","5435","520","434","1466","143","1353","29","1491"
"2901502","Anguera (BA)","3413","842","90","1250","13","691","-","528"
"2901601","Antas (BA)","5555","778","176","2756","78","510","35","1221"
"2901700","Antônio Cardoso (BA)","5913","980","243","1399","79","1970","28","1214"
"2901809","Antônio Gonçalves (BA)","4445","690","232","1734","144","412","10","1223"
"2901908","Aporá (BA)","7439","766","225","1939","532","2733","78","1167"
"2901957","Apuarema (BA)","2809","250","182","1400","59","181","2","736"
"2902005","Aracatu (BA)","6724","915","166","2808","176","1513","51","1096"
"2902054","Araçás (BA)","3914","1065","18","1357","80","833","34","527"
"2902104","Araci (BA)","20546","1925","453","7986","604","4542","119","4916"
"2902203","Aramari (BA)","3031","1284","169","788","10","325","12","444"
"2902252","Arataca (BA)","3837","669","146","1690","105","179","22","1026"
"2902302","Aratuípe (BA)","3914","460","50","1015","81","437","11","1859"
"2902401","Aurelino Leal (BA)","4715","867","133","2282","160","162","20","1091"
"2902500","Baianópolis (BA)","4684","564","236","1226","254","1716","21","667"
"2902609","Baixa Grande (BA)","8052","620","360","2787","260","2300","9","1715"
"2902658","Banzaê (BA)","4551","283","392","1613","104","1010","35","1113"
"2902708","Barra (BA)","17653","1477","879","3673","877","6469","108","4169"
"2902807","Barra da Estiva (BA)","10102","1472","267","3474","540","1419","179","2750"
"2902906","Barra do Choça (BA)","14469","3715","202","8192","292","486","88","1494"
"2903003","Barra do Mendes (BA)","5010","369","216","1727","284","988","29","1397"
"2903102","Barra do Rocha (BA)","2217","503","153","891","21","104","25","520"
"2903201","Barreiras (BA)","61184","23695","4247","15950","1289","1193","1232","13578"
"2903235","Barro Alto (BA)","6579","386","382","1987","602","1422","21","1780"
"2903276","Barrocas (BA)","7147","1517","184","2077","212","1942","13","1202"
"2903300","Barro Preto (BA)","2140","904","7","830","15","80","4","300"
"2903409","Belmonte (BA)","7840","1651","590","3114","280","562","64","1578"
"2903508","Belo Campo (BA)","6707","667","304","2887","228","978","42","1603"
"2903607","Biritinga (BA)","6059","623","211","1535","181","2664","15","830"
"2903706","Boa Nova (BA)","5222","793","380","1651","57","1315","5","1022"
"2903805","Boa Vista do Tupim (BA)","5908","931","76","2547","139","1303","9","903"
"2903904","Bom Jesus da Lapa (BA)","24422","4812","1799","8091","518","2288","469","6445"
"2903953","Bom Jesus da Serra (BA)","3278","436","17","1572","57","737","19","439"
"2904001","Boninal (BA)","4953","805","187","1361","344","1452","4","799"
"2904050","Bonito (BA)","6951","587","148","3841","93","440","81","1760"
"2904100","Boquira (BA)","7857","1276","317","2558","195","2256","46","1209"
"2904209","Botuporã (BA)","5405","477","254","1311","496","1693","7","1165"
"2904308","Brejões (BA)","4789","938","249","1937","160","528","30","947"
"2904407","Brejolândia (BA)","3256","304","137","1332","83","893","-","507"
"2904506","Brotas de Macaúbas (BA)","3998","268","113","1280","209","1412","3","713"
"2904605","Brumado (BA)","27628","7552","1201","8002","1122","1670","522","7559"
"2904704","Buerarema (BA)","5578","1274","61","1858","89","155","126","2014"
"2904753","Buritirama (BA)","7073","962","134","1365","488","2691","51","1382"
"2904803","Caatiba (BA)","4563","2224","-","1433","44","249","22","590"
"2904852","Cabaceiras do Paraguaçu (BA)","8625","867","164","1544","492","4116","35","1406"
"2904902","Cachoeira (BA)","13246","3903","325","2637","289","1843","209","4040"
"2905008","Caculé (BA)","10804","2296","289","3715","398","1634","243","2228"
"2905107","Caém (BA)","3867","495","33","1256","47","1161","6","869"
"2905156","Caetanos (BA)","3617","766","53","1607","39","715","5","431"
"2905206","Caetité (BA)","21827","4837","860","6298","523","4061","305","4943"
"2905305","Cafarnaum (BA)","6329","390","268","2779","90","326","22","2455"
"2905404","Cairu (BA)","6541","1550","173","2029","75","360","55","2298"
"2905503","Caldeirão Grande (BA)","5324","236","314","1639","251","2019","-","865"
"2905602","Camacan (BA)","9729","3283","153","3464","46","190","107","2484"
"2905701","Camaçari (BA)","106130","55877","1974","23494","1752","1601","1130","20300"
"2905800","Camamu (BA)","13956","2134","224","4394","624","1599","164","4818"
"2905909","Campo Alegre de Lourdes (BA)","9398","889","339","3001","776","2735","40","1619"
"2906006","Campo Formoso (BA)","27917","3416","891","9622","1951","3588","269","8180"
"2906105","Canápolis (BA)","3152","166","326","1149","107","726","14","665"
"2906204","Canarana (BA)","11573","704","513","5079","645","1213","45","3374"
"2906303","Canavieiras (BA)","11881","2300","231","4600","212","494","116","3928"
"2906402","Candeal (BA)","4010","505","191","1488","143","1233","19","431"
"2906501","Candeias (BA)","32506","19139","734","6186","730","510","199","5008"
"2906600","Candiba (BA)","5884","1244","94","2005","551","721","9","1260"
"2906709","Cândido Sales (BA)","10781","1869","107","4844","368","721","69","2802"
"2906808","Cansanção (BA)","13857","1188","264","3521","775","4723","76","3309"
"2906824","Canudos (BA)","6179","824","53","1851","213","1447","28","1762"
"2906857","Capela do Alto Alegre (BA)","4950","550","379","1754","82","1117","27","1041"
"2906873","Capim Grosso (BA)","12206","1696","824","4373","138","1652","258","3265"
"2906899","Caraíbas (BA)","3670","487","219","1480","82","864","6","531"
"2906907","Caravelas (BA)","7807","2556","208","1845","153","491","52","2501"
"2907004","Cardeal da Silva (BA)","2435","943","32","745","49","438","5","223"
"2907103","Carinhanha (BA)","10863","702","575","4056","547","1801","81","3101"
"2907202","Casa Nova (BA)","25615","5469","1186","7171","1361","4896","108","5425"
"2907301","Castro Alves (BA)","10191","2397","420","2951","420","1857","187","1959"
"2907400","Catolândia (BA)","921","109","86","259","40","244","5","179"
"2907509","Catu (BA)","17668","8733","236","3847","171","1037","154","3490"
"2907558","Caturama (BA)","3443","487","116","1033","15","1095","11","687"
