"Tabela 1384 - Pessoas de 10 anos ou mais de idade, por classes de rendimento nominal mensal - Universo"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Cód.","Bairro","Ano x Classes de rendimento nominal mensal"
"Cód.","Bairro","2010"
"Cód.","Bairro","Total","Até 1/2 salário mínimo","Mais de 1/2 a 1 salário mínimo","Mais de 1 a 2 salários mínimos","Mais de 2 a 5 salários mínimos","Mais de 5 a 10 salários mínimos","Mais de 10 a 20 salários mínimos","Mais de 20 salários mínimos","Sem rendimento","Sem declaração"
"4310330017","Santa Teresinha - Imbé (RS)","817","23","176","195","118","20","1","2","282","-"
"4310330018","Santa Teresinha Norte - Imbé (RS)","25","2","6","4","6","1","1","-","5","-"
"4310330019","Nova Santa Teresinha Norte - Imbé (RS)","135","1","28","35","24","2","2","-","43","-"
"4310330020","Imara - Imbé (RS)","109","4","24","29","19","4","-","-","29","-"
"4310363001","Esperança - Imigrante (RS)","205","3","46","83","39","7","-","-","27","-"
"4310439001","Cruzeiro - Ipê (RS)","478","17","111","182","71","14","2","-","81","-"
"4310603001","Centro - Itaqui (RS)","2050","73","338","384","393","203","63","23","573","-"
"4310603002","Ponte Sêca - Itaqui (RS)","669","34","201","104","64","24","4","1","237","-"
"4310603003","Cidade Alta - Itaqui (RS)","2179","82","525","430","373","118","33","18","600","-"
"4310603004","Cohab - Itaqui (RS)","1749","166","441","351","176","26","5","-","584","-"
"4310603005","Doutor Ayub - Itaqui (RS)","1917","168","483","429","196","28","2","2","609","-"
"4310603006","Cafifas - Itaqui (RS)","2209","128","468","476","195","31","2","2","907","-"
"4310603007","Pró-Morar - Itaqui (RS)","2689","287","755","535","108","10","-","-","994","-"
"4310603008","Chácara - Itaqui (RS)","3062","164","955","539","212","42","2","-","1148","-"
"4310603009","União - Itaqui (RS)","375","26","119","67","21","4","-","-","138","-"
"4310603010","Vila Nova - Itaqui (RS)","1389","144","410","239","35","2","-","-","559","-"
"4310603011","Vinte e Quatro de Maio - Itaqui (RS)","1432","130","416","260","100","9","2","2","513","-"
"4310603012","Capelinha - Itaqui (RS)","2593","62","626","522","381","109","26","10","857","-"
"4310603013","Estação - Itaqui (RS)","1064","21","273","180","175","54","2","2","357","-"
"4310603014","Enio Sayago - Itaqui (RS)","959","71","303","181","53","8","-","-","343","-"
"4310603015","Várzea - Itaqui (RS)","1232","66","342","256","126","30","3","1","408","-"
"4310603016","Cerrinho Dois Umbús - Itaqui (RS)","1210","79","361","198","125","32","12","5","398","-"
"4310603017","José da Luz - Itaqui (RS)","1477","224","374","251","40","6","-","-","582","-"
"4310801001","Centro - Ivoti (RS)","667","4","97","179","161","65","13","5","143","-"
"4310801002","Farroupilha - Ivoti (RS)","1092","4","160","367","271","72","14","5","199","-"
"4310801003","São José - Ivoti (RS)","470","7","101","161","90","7","7","1","96","-"
"4310801004","Feitoria Nova - Ivoti (RS)","204","11","40","95","21","1","-","-","36","-"
"4310801005","Palmares - Ivoti (RS)","227","3","40","92","37","11","1","-","43","-"
"4310801006","Jardim do Alto - Ivoti (RS)","399","3","36","105","102","37","18","9","89","-"
"4310801007","Concórdia - Ivoti (RS)","1391","4","224","486","312","82","16","8","259","-"
"4310801008","Brasília - Ivoti (RS)","101","-","13","36","29","2","-","1","20","-"
"4310801009","Vinte e Cinco de Julho - Ivoti (RS)","671","6","109","209","158","43","15","1","130","-"
"4310801010","Harmonia - Ivoti (RS)","823","10","127","286","199","56","11","2","132","-"
"4310801011","Bom Pastor - Ivoti (RS)","912","34","183","395","95","2","-","-","203","-"
"4310801012","Morada do Sol - Ivoti (RS)","1722","22","286","773","251","20","-","-","370","-"
"4310801013","Jardim Buhler - Ivoti (RS)","837","13","130","340","168","17","3","1","165","-"
"4310801014","Jardim Panorâmico - Ivoti (RS)","1787","14","228","632","446","86","24","4","353","-"
"4310801015","Bom Jardim - Ivoti (RS)","1404","12","237","507","281","61","13","6","287","-"
"4310801016","Sete de Setembro - Ivoti (RS)","580","6","60","208","138","48","11","2","107","-"
"4310801017","Vista Alegre - Ivoti (RS)","471","2","58","102","114","72","19","4","100","-"
"4310801018","Cidade Nova - Ivoti (RS)","1905","32","266","591","352","126","42","10","486","-"
"4310801019","Colina Verde - Ivoti (RS)","214","3","25","39","48","34","12","1","52","-"
"4311106001","Rivera - Jaguari (RS)","468","22","118","122","63","16","4","2","121","-"
"4311106002","Nossa Senhora Aparecida - Jaguari (RS)","101","4","28","31","7","1","-","-","30","-"
"4311106003","Consolata - Jaguari (RS)","592","55","145","90","7","1","-","-","294","-"
"4311106004","Pró Morar - Jaguari (RS)","333","27","123","66","15","1","-","-","101","-"
"4311106005","Santa Rosa - Jaguari (RS)","350","10","90","95","60","17","4","1","73","-"
"4311106006","Nossa Senhora de Lourdes - Jaguari (RS)","125","9","30","40","10","4","1","-","31","-"
"4311304001","Centro - Lagoa Vermelha (RS)","3732","73","493","869","925","415","106","38","813","-"
"4311304002","Pedregal - Lagoa Vermelha (RS)","577","7","67","112","143","85","21","9","133","-"
"4311304003","Rodrigues - Lagoa Vermelha (RS)","1262","44","377","326","145","17","2","1","350","-"
"4311304004","Nunes - Lagoa Vermelha (RS)","1137","15","229","292","228","61","13","5","294","-"
"4311304005","Medianeira - Lagoa Vermelha (RS)","687","51","215","180","31","-","-","1","209","-"
"4311304006","Distrito Industrial I - Lagoa Vermelha (RS)","14","2","-","4","1","-","-","-","7","-"
"4311304007","Industrial Santa Terezinha - Lagoa Vermelha (RS)","178","7","81","45","18","2","-","-","25","-"
"4311304008","Pajé - Lagoa Vermelha (RS)","148","7","30","38","21","3","1","-","48","-"
"4311304009","Distrito Industrial II - Lagoa Vermelha (RS)","146","10","42","17","7","1","-","-","69","-"
"4311304010","São José - Lagoa Vermelha (RS)","491","86","181","63","2","1","-","-","158","-"
"4311304011","São Cristovão - Lagoa Vermelha (RS)","169","30","50","35","5","-","-","-","49","-"
"4311304012","Operário - Lagoa Vermelha (RS)","555","45","171","106","16","1","-","-","216","-"
"4311304013","Cohab - Lagoa Vermelha (RS)","381","30","101","113","25","4","-","-","108","-"
"4311304014","Floresta - Lagoa Vermelha (RS)","655","14","147","196","51","7","-","-","240","-"
"4311304015","Oliveira - Lagoa Vermelha (RS)","2250","70","487","646","340","78","9","6","614","-"
"4311304016","Colina da Lagoa - Lagoa Vermelha (RS)","592","8","91","161","131","44","7","2","148","-"
"4311304017","Boa Vista - Lagoa Vermelha (RS)","305","56","101","37","5","-","-","-","106","-"
"4311304018","Gaúcha - Lagoa Vermelha (RS)","1476","82","449","306","115","8","2","1","513","-"
"4311304019","São Sebastião - Lagoa Vermelha (RS)","1245","57","368","321","112","10","5","-","372","-"
"4311304020","Nossa Senhora Consoladora - Lagoa Vermelha (RS)","226","12","47","55","27","3","-","-","82","-"
"4311304021","Manoel Vieira da Fonseca - Lagoa Vermelha (RS)","212","21","72","36","8","-","-","-","75","-"
"4311304022","Ernani Dias de Moraes - Lagoa Vermelha (RS)","717","70","233","165","33","3","-","-","213","-"
"4311304023","Suzana - Lagoa Vermelha (RS)","1451","55","462","432","131","8","1","-","362","-"
"4311304024","Gentil - Lagoa Vermelha (RS)","444","14","115","139","60","15","1","-","100","-"
"4311304025","Alto Pedregal - Lagoa Vermelha (RS)","578","8","126","163","113","20","4","1","143","-"
"4311304026","Nossa Senhora Aparecida - Lagoa Vermelha (RS)","394","17","130","61","20","4","-","-","162","-"
"4311403001","Centro - Lajeado (RS)","6340","96","682","1879","1692","627","213","74","1077","-"
"4311403002","São Cristóvão - Lajeado (RS)","6407","67","758","2073","1642","523","129","29","1186","-"
"4311403003","Moinhos - Lajeado (RS)","4929","53","513","1421","1346","475","146","63","912","-"
"4311403004","Carneiros - Lajeado (RS)","1121","14","134","306","269","110","34","11","243","-"
"4311403005","Universitário - Lajeado (RS)","3261","42","456","1083","790","185","35","4","666","-"
"4311403006","Americano - Lajeado (RS)","2462","15","207","694","725","300","86","34","401","-"
"4311403007","Florestal - Lajeado (RS)","4588","51","414","1248","1351","447","118","28","931","-"
"4311403008","Conservas - Lajeado (RS)","1974","55","397","721","199","20","-","-","582","-"
"4311403009","Jardim do Cedro - Lajeado (RS)","3161","48","468","1372","481","49","4","2","737","-"
"4311403010","Olarias - Lajeado (RS)","1897","27","352","774","300","22","3","2","417","-"
"4311403011","Campestre - Lajeado (RS)","1731","25","257","665","359","46","4","1","374","-"
"4311403012","Alto do Parque - Lajeado (RS)","1461","6","93","322","336","216","81","39","368","-"
"4311403013","Montanha - Lajeado (RS)","3518","44","494","1235","856","179","36","11","663","-"
"4311403014","Hidráulica - Lajeado (RS)","2146","11","260","545","513","214","80","27","496","-"
"4311403015","São Bento - Lajeado (RS)","1317","20","283","560","192","20","-","-","242","-"
"4311403016","Floresta - Lajeado (RS)","442","1","81","172","74","16","5","2","91","-"
"4311403017","Santo Antônio - Lajeado (RS)","2599","167","550","900","156","13","1","-","812","-"
"4311403018","Morro Vinte e Cinco - Lajeado (RS)","1077","30","261","428","69","4","2","-","283","-"
"4311403019","Moinhos D'Água - Lajeado (RS)","1846","34","262","778","375","39","5","-","353","-"
"4311403020","Bom Pastor - Lajeado (RS)","957","9","167","372","196","16","1","2","194","-"
"4311403021","Conventos - Lajeado (RS)","3022","46","717","1300","419","22","4","2","512","-"
"4311403022","Imigrante - Lajeado (RS)","594","9","132","236","92","5","-","-","120","-"
"4311403023","Igrejinha - Lajeado (RS)","789","13","189","352","61","1","-","-","173","-"
"4311403024","Centenário - Lajeado (RS)","1505","37","247","603","291","30","1","-","296","-"
"4311403025","Planalto - Lajeado (RS)","1258","14","252","531","120","6","-","-","335","-"
"4311403026","Santo André - Lajeado (RS)","1721","52","365","714","243","13","1","-","333","-"
"4311403027","Das Nações - Lajeado (RS)","486","7","100","196","49","1","-","-","133","-"
"4311601001","Central - Liberato Salzano (RS)","397","18","89","106","82","26","9","1","66","-"
"4311601002","Norte - Liberato Salzano (RS)","140","10","52","40","9","1","-","-","28","-"
"4311601003","Leste - Liberato Salzano (RS)","254","14","69","72","37","9","-","-","53","-"
"4311601004","Oeste - Liberato Salzano (RS)","230","33","79","49","17","3","1","-","48","-"
"4311627001","Centro - Lindolfo Collor (RS)","966","20","176","426","132","17","1","1","193","-"
"4311627002","Quarenta e Oito Baixa - Lindolfo Collor (RS)","786","13","153","376","87","4","1","-","152","-"
"4311627003","Feldmann - Lindolfo Collor (RS)","1353","24","260","599","169","14","1","1","285","-"
"4311700001","Centro - Machadinho (RS)","332","8","61","79","81","28","9","3","63","-"
"4311700002","Manoel Machado - Machadinho (RS)","462","23","122","119","63","20","5","-","110","-"
"4311700003","Canudinho - Machadinho (RS)","477","41","173","100","51","8","1","-","103","-"
"4311700004","Harmonia - Machadinho (RS)","691","54","251","144","52","9","1","2","178","-"
"4311700005","Independência - Machadinho (RS)","437","24","149","85","45","6","2","1","125","-"
"4311759001","Restinga - Manoel Viana (RS)","725","54","223","139","88","19","4","1","197","-"
"4311759002","Progresso - Manoel Viana (RS)","1009","95","315","225","71","11","-","-","292","-"
"4311759003","Navegantes - Manoel Viana (RS)","360","17","89","81","37","14","-","-","122","-"
"4311759004","Centro - Manoel Viana (RS)","695","21","152","140","132","61","14","1","174","-"
"4311759005","Cidade Alta - Manoel Viana (RS)","397","22","126","77","42","11","-","2","117","-"
"4311759006","Vila Nova - Manoel Viana (RS)","1281","172","422","172","43","7","-","1","464","-"
"4312054001","Cidade D'água - Marques de Souza (RS)","119","2","9","48","32","5","2","-","21","-"
"4312252012","Centro - Minas do Leão (RS)","1838","64","282","480","323","41","7","1","640","-"
"4312252013","Recreio - Minas do Leão (RS)","1242","86","294","231","74","7","-","-","550","-"
"4312252014","Coréia - Minas do Leão (RS)","336","26","51","87","36","4","2","-","130","-"
"4312252015","São Miguel - Minas do Leão (RS)","470","22","92","80","40","3","-","1","232","-"
"4312252016","Santa Albina - Minas do Leão (RS)","1574","55","302","411","213","22","3","-","568","-"
"4312252017","São José - Minas do Leão (RS)","798","29","206","151","82","11","4","1","314","-"
"4312401001","Centro - Montenegro (RS)","4298","96","501","963","1098","444","170","43","983","-"
"4312401002","Industrial - Montenegro (RS)","1377","52","322","427","160","11","1","-","404","-"
"4312401003","Municipal - Montenegro (RS)","781","20","129","246","99","12","3","1","271","-"
"4312401004","Bela Vista - Montenegro (RS)","1782","65","381","477","247","87","23","7","495","-"
"4312401005","Rui Barbosa - Montenegro (RS)","2364","28","313","751","537","157","37","7","534","-"
"4312401006","Centenário - Montenegro (RS)","1944","25","213","608","384","128","44","11","531","-"
"4312401007","São João - Montenegro (RS)","2264","30","219","605","556","201","55","26","572","-"
"4312401008","Progresso - Montenegro (RS)","1266","3","173","256","291","128","44","15","356","-"
"4312401009","Ferroviário - Montenegro (RS)","2409","66","365","615","547","208","44","9","555","-"
"4312401010","Timbaúva - Montenegro (RS)","3216","59","442","1012","745","158","29","4","767","-"
"4312401011","São Paulo - Montenegro (RS)","3223","53","548","1064","593","115","13","2","835","-"
"4312401012","Aeroclube - Montenegro (RS)","2229","107","407","743","259","22","6","-","685","-"
"4312401013","Germano Henke - Montenegro (RS)","1176","31","237","403","122","9","1","-","373","-"
"4312401014","Estação - Montenegro (RS)","678","11","78","274","95","10","1","-","209","-"
"4312401015","Santa Rita - Montenegro (RS)","3264","115","709","990","378","58","8","1","1005","-"
"4312401016","Senai - Montenegro (RS)","2640","74","476","779","265","36","2","1","1007","-"
"4312401017","Cinco de Maio - Montenegro (RS)","1565","45","309","416","209","29","3","3","551","-"
"4312401018","Santo Antônio - Montenegro (RS)","2837","50","513","923","563","73","14","1","700","-"
"4312401019","Panorama - Montenegro (RS)","997","26","184","355","133","16","-","-","283","-"
"4312401020","Faxinal - Montenegro (RS)","295","5","62","79","40","2","1","2","104","-"
"4312401021","Imigração - Montenegro (RS)","575","2","126","194","74","2","-","-","177","-"
"4312401022","Porto dos Pereiras - Montenegro (RS)","148","4","25","46","28","10","2","-","33","-"
"4312401023","Olaria - Montenegro (RS)","1000","24","153","281","137","15","5","-","385","-"
"4312401024","Passo do Manduca - Montenegro (RS)","199","2","26","69","47","12","2","-","41","-"
"4312401025","Tanac - Montenegro (RS)","314","6","43","101","59","19","1","1","84","-"
"4312401026","Zootecnia - Montenegro (RS)","290","15","91","70","20","5","-","-","89","-"
"4312609001","Centro - Muçum (RS)","1942","29","398","624","464","98","15","8","306","-"
"4312609002","São José - Muçum (RS)","374","8","76","126","82","9","2","-","71","-"
"4312609003","Guaporé - Muçum (RS)","428","2","81","201","64","4","-","1","75","-"
"4312609004","Fátima - Muçum (RS)","470","17","97","198","89","9","-","1","59","-"
"4312609005","Jardim Cidade Alta - Muçum (RS)","378","13","69","173","33","2","-","-","88","-"
"4312658001","Centro - Não-Me-Toque (RS)","2006","28","268","562","487","198","61","21","381","-"
"4312658002","Arlindo Hermes - Não-Me-Toque (RS)","495","22","71","209","91","12","-","-","90","-"
"4312658003","Boa Vista - Não-Me-Toque (RS)","876","18","128","295","184","47","10","4","190","-"
"4312658004","Cohab - Não-Me-Toque (RS)","218","3","43","78","34","5","1","-","54","-"
