"Tabela 616 - Pessoas de 10 anos ou mais de idade por grupos de idade, condição de atividade na semana de referência, sexo e situação do domicílio"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Cód.","Município","Situação do domicílio","Grupo de idade","Ano x Condição de atividade x Sexo"
"Cód.","Município","Situação do domicílio","Grupo de idade","2010"
"Cód.","Município","Situação do domicílio","Grupo de idade","Economicamente ativa"
"Cód.","Município","Situação do domicílio","Grupo de idade","Total"
"2101707","Barreirinhas (MA)","Total","Total","19802"
"2101731","Belágua (MA)","Total","Total","1772"
"2101772","Bela Vista do Maranhão (MA)","Total","Total","4512"
"2101806","Benedito Leite (MA)","Total","Total","1954"
"2101905","Bequimão (MA)","Total","Total","6917"
"2101939","Bernardo do Mearim (MA)","Total","Total","2407"
"2101970","Boa Vista do Gurupi (MA)","Total","Total","2310"
"2102002","Bom Jardim (MA)","Total","Total","13362"
"2102036","Bom Jesus das Selvas (MA)","Total","Total","8805"
"2102077","Bom Lugar (MA)","Total","Total","5327"
"2102101","Brejo (MA)","Total","Total","8098"
"2102150","Brejo de Areia (MA)","Total","Total","2254"
"2102200","Buriti (MA)","Total","Total","8916"
"2102309","Buriti Bravo (MA)","Total","Total","7742"
"2102325","Buriticupu (MA)","Total","Total","21583"
"2102358","Buritirana (MA)","Total","Total","5632"
"2102374","Cachoeira Grande (MA)","Total","Total","2382"
"2102408","Cajapió (MA)","Total","Total","3966"
"2102507","Cajari (MA)","Total","Total","5055"
"2102556","Campestre do Maranhão (MA)","Total","Total","5386"
"2102606","Cândido Mendes (MA)","Total","Total","7270"
"2102705","Cantanhede (MA)","Total","Total","5728"
"2102754","Capinzal do Norte (MA)","Total","Total","3227"
"2102804","Carolina (MA)","Total","Total","9782"
"2102903","Carutapera (MA)","Total","Total","8923"
"2103000","Caxias (MA)","Total","Total","61590"
"2103109","Cedral (MA)","Total","Total","4223"
"2103125","Central do Maranhão (MA)","Total","Total","3181"
"2103158","Centro do Guilherme (MA)","Total","Total","3889"
"2103174","Centro Novo do Maranhão (MA)","Total","Total","5492"
"2103208","Chapadinha (MA)","Total","Total","24512"
"2103257","Cidelândia (MA)","Total","Total","5442"
"2103307","Codó (MA)","Total","Total","44485"
"2103406","Coelho Neto (MA)","Total","Total","15879"
"2103505","Colinas (MA)","Total","Total","15472"
"2103554","Conceição do Lago-Açu (MA)","Total","Total","5653"
"2103604","Coroatá (MA)","Total","Total","21353"
"2103703","Cururupu (MA)","Total","Total","12936"
"2103752","Davinópolis (MA)","Total","Total","4465"
"2103802","Dom Pedro (MA)","Total","Total","8514"
"2103901","Duque Bacelar (MA)","Total","Total","2809"
"2104008","Esperantinópolis (MA)","Total","Total","7686"
"2104057","Estreito (MA)","Total","Total","15172"
"2104073","Feira Nova do Maranhão (MA)","Total","Total","2930"
"2104081","Fernando Falcão (MA)","Total","Total","3255"
"2104099","Formosa da Serra Negra (MA)","Total","Total","5553"
"2104107","Fortaleza dos Nogueiras (MA)","Total","Total","4240"
"2104206","Fortuna (MA)","Total","Total","5162"
"2104305","Godofredo Viana (MA)","Total","Total","4790"
"2104404","Gonçalves Dias (MA)","Total","Total","5511"
"2104503","Governador Archer (MA)","Total","Total","3751"
"2104552","Governador Edison Lobão (MA)","Total","Total","6834"
"2104602","Governador Eugênio Barros (MA)","Total","Total","5918"
"2104628","Governador Luiz Rocha (MA)","Total","Total","2536"
"2104651","Governador Newton Bello (MA)","Total","Total","4157"
"2104677","Governador Nunes Freire (MA)","Total","Total","9980"
"2104701","Graça Aranha (MA)","Total","Total","1976"
"2104800","Grajaú (MA)","Total","Total","24159"
"2104909","Guimarães (MA)","Total","Total","4629"
"2105005","Humberto de Campos (MA)","Total","Total","6996"
"2105104","Icatu (MA)","Total","Total","7352"
"2105153","Igarapé do Meio (MA)","Total","Total","4868"
"2105203","Igarapé Grande (MA)","Total","Total","5321"
"2105302","Imperatriz (MA)","Total","Total","119275"
"2105351","Itaipava do Grajaú (MA)","Total","Total","4982"
"2105401","Itapecuru Mirim (MA)","Total","Total","21139"
"2105427","Itinga do Maranhão (MA)","Total","Total","10207"
"2105450","Jatobá (MA)","Total","Total","3011"
"2105476","Jenipapo dos Vieiras (MA)","Total","Total","5118"
"2105500","João Lisboa (MA)","Total","Total","7356"
"2105609","Joselândia (MA)","Total","Total","5023"
"2105658","Junco do Maranhão (MA)","Total","Total","1603"
"2105708","Lago da Pedra (MA)","Total","Total","16539"
"2105807","Lago do Junco (MA)","Total","Total","4004"
"2105906","Lago Verde (MA)","Total","Total","6322"
"2105922","Lagoa do Mato (MA)","Total","Total","4445"
"2105948","Lago dos Rodrigues (MA)","Total","Total","3108"
"2105963","Lagoa Grande do Maranhão (MA)","Total","Total","3702"
"2105989","Lajeado Novo (MA)","Total","Total","2316"
"2106003","Lima Campos (MA)","Total","Total","4851"
"2106102","Loreto (MA)","Total","Total","3358"
"2106201","Luís Domingues (MA)","Total","Total","2070"
"2106300","Magalhães de Almeida (MA)","Total","Total","6576"
"2106326","Maracaçumé (MA)","Total","Total","6786"
"2106359","Marajá do Sena (MA)","Total","Total","2200"
"2106375","Maranhãozinho (MA)","Total","Total","5149"
"2106409","Mata Roma (MA)","Total","Total","3573"
"2106508","Matinha (MA)","Total","Total","8467"
"2106607","Matões (MA)","Total","Total","9955"
"2106631","Matões do Norte (MA)","Total","Total","4410"
"2106672","Milagres do Maranhão (MA)","Total","Total","3230"
"2106706","Mirador (MA)","Total","Total","5155"
"2106755","Miranda do Norte (MA)","Total","Total","9182"
"2106805","Mirinzal (MA)","Total","Total","6256"
"2106904","Monção (MA)","Total","Total","11587"
"2107001","Montes Altos (MA)","Total","Total","3120"
"2107100","Morros (MA)","Total","Total","6759"
"2107209","Nina Rodrigues (MA)","Total","Total","3315"
"2107258","Nova Colinas (MA)","Total","Total","1338"
"2107308","Nova Iorque (MA)","Total","Total","1829"
"2107357","Nova Olinda do Maranhão (MA)","Total","Total","6936"
"2107407","Olho d'Água das Cunhãs (MA)","Total","Total","6487"
"2107456","Olinda Nova do Maranhão (MA)","Total","Total","4002"
"2107506","Paço do Lumiar (MA)","Total","Total","47547"
"2107605","Palmeirândia (MA)","Total","Total","7840"
"2107704","Paraibano (MA)","Total","Total","7285"
"2107803","Parnarama (MA)","Total","Total","11196"
"2107902","Passagem Franca (MA)","Total","Total","5726"
"2108009","Pastos Bons (MA)","Total","Total","7290"
"2108058","Paulino Neves (MA)","Total","Total","5988"
"2108108","Paulo Ramos (MA)","Total","Total","7116"
"2108207","Pedreiras (MA)","Total","Total","17022"
"2108256","Pedro do Rosário (MA)","Total","Total","9042"
"2108306","Penalva (MA)","Total","Total","12879"
"2108405","Peri Mirim (MA)","Total","Total","4428"
"2108454","Peritoró (MA)","Total","Total","4030"
"2108504","Pindaré-Mirim (MA)","Total","Total","12824"
"2108603","Pinheiro (MA)","Total","Total","32901"
"2108702","Pio XII (MA)","Total","Total","8064"
"2108801","Pirapemas (MA)","Total","Total","5117"
"2108900","Poção de Pedras (MA)","Total","Total","7811"
"2109007","Porto Franco (MA)","Total","Total","9741"
"2109056","Porto Rico do Maranhão (MA)","Total","Total","2302"
"2109106","Presidente Dutra (MA)","Total","Total","19603"
"2109205","Presidente Juscelino (MA)","Total","Total","3052"
"2109239","Presidente Médici (MA)","Total","Total","1946"
"2109270","Presidente Sarney (MA)","Total","Total","6463"
"2109304","Presidente Vargas (MA)","Total","Total","3732"
"2109403","Primeira Cruz (MA)","Total","Total","3807"
"2109452","Raposa (MA)","Total","Total","10382"
"2109502","Riachão (MA)","Total","Total","6873"
"2109551","Ribamar Fiquene (MA)","Total","Total","2514"
"2109601","Rosário (MA)","Total","Total","16029"
"2109700","Sambaíba (MA)","Total","Total","2202"
"2109759","Santa Filomena do Maranhão (MA)","Total","Total","1969"
"2109809","Santa Helena (MA)","Total","Total","16200"
"2109908","Santa Inês (MA)","Total","Total","32083"
"2110005","Santa Luzia (MA)","Total","Total","25706"
"2110039","Santa Luzia do Paruá (MA)","Total","Total","10035"
"2110104","Santa Quitéria do Maranhão (MA)","Total","Total","10525"
"2110203","Santa Rita (MA)","Total","Total","12384"
"2110237","Santana do Maranhão (MA)","Total","Total","1865"
"2110278","Santo Amaro do Maranhão (MA)","Total","Total","5336"
"2110302","Santo Antônio dos Lopes (MA)","Total","Total","5365"
"2110401","São Benedito do Rio Preto (MA)","Total","Total","4406"
"2110500","São Bento (MA)","Total","Total","15920"
"2110609","São Bernardo (MA)","Total","Total","9136"
"2110658","São Domingos do Azeitão (MA)","Total","Total","2022"
"2110708","São Domingos do Maranhão (MA)","Total","Total","12506"
"2110807","São Félix de Balsas (MA)","Total","Total","1390"
"2110856","São Francisco do Brejão (MA)","Total","Total","3402"
"2110906","São Francisco do Maranhão (MA)","Total","Total","4622"
"2111003","São João Batista (MA)","Total","Total","5386"
"2111029","São João do Carú (MA)","Total","Total","4449"
"2111052","São João do Paraíso (MA)","Total","Total","4076"
"2111078","São João do Soter (MA)","Total","Total","6163"
"2111102","São João dos Patos (MA)","Total","Total","11743"
"2111201","São José de Ribamar (MA)","Total","Total","71342"
"2111250","São José dos Basílios (MA)","Total","Total","2659"
"2111300","São Luís (MA)","Total","Total","502567"
"2111409","São Luís Gonzaga do Maranhão (MA)","Total","Total","6679"
"2111508","São Mateus do Maranhão (MA)","Total","Total","14885"
"2111532","São Pedro da Água Branca (MA)","Total","Total","4495"
"2111573","São Pedro dos Crentes (MA)","Total","Total","1592"
"2111607","São Raimundo das Mangabeiras (MA)","Total","Total","6901"
"2111631","São Raimundo do Doca Bezerra (MA)","Total","Total","1933"
"2111672","São Roberto (MA)","Total","Total","1687"
"2111706","São Vicente Ferrer (MA)","Total","Total","6383"
"2111722","Satubinha (MA)","Total","Total","3995"
"2111748","Senador Alexandre Costa (MA)","Total","Total","3690"
"2111763","Senador La Rocque (MA)","Total","Total","6391"
"2111789","Serrano do Maranhão (MA)","Total","Total","2556"
"2111805","Sítio Novo (MA)","Total","Total","5400"
"2111904","Sucupira do Norte (MA)","Total","Total","3458"
"2111953","Sucupira do Riachão (MA)","Total","Total","1471"
"2112001","Tasso Fragoso (MA)","Total","Total","2562"
"2112100","Timbiras (MA)","Total","Total","8548"
"2112209","Timon (MA)","Total","Total","65569"
"2112233","Trizidela do Vale (MA)","Total","Total","7301"
"2112274","Tufilândia (MA)","Total","Total","1923"
"2112308","Tuntum (MA)","Total","Total","16076"
"2112407","Turiaçu (MA)","Total","Total","9963"
"2112456","Turilândia (MA)","Total","Total","9675"
"2112506","Tutóia (MA)","Total","Total","20463"
"2112605","Urbano Santos (MA)","Total","Total","7681"
"2112704","Vargem Grande (MA)","Total","Total","13603"
"2112803","Viana (MA)","Total","Total","22346"
"2112852","Vila Nova dos Martírios (MA)","Total","Total","4920"
"2112902","Vitória do Mearim (MA)","Total","Total","11066"
"2113009","Vitorino Freire (MA)","Total","Total","12663"
"2114007","Zé Doca (MA)","Total","Total","18854"
"2200053","Acauã (PI)","Total","Total","3135"
"2200103","Agricolândia (PI)","Total","Total","1814"
"2200202","Água Branca (PI)","Total","Total","6349"
"2200251","Alagoinha do Piauí (PI)","Total","Total","2029"
"2200277","Alegrete do Piauí (PI)","Total","Total","1779"
"2200301","Alto Longá (PI)","Total","Total","5649"
"2200400","Altos (PI)","Total","Total","16431"
"2200459","Alvorada do Gurguéia (PI)","Total","Total","1591"
"2200509","Amarante (PI)","Total","Total","6783"
"2200608","Angical do Piauí (PI)","Total","Total","2462"
"2200707","Anísio de Abreu (PI)","Total","Total","3546"
"2200806","Antônio Almeida (PI)","Total","Total","1201"
"2200905","Aroazes (PI)","Total","Total","1898"
"2200954","Aroeiras do Itaim (PI)","Total","Total","1102"
"2201002","Arraial (PI)","Total","Total","994"
"2201051","Assunção do Piauí (PI)","Total","Total","1536"
"2201101","Avelino Lopes (PI)","Total","Total","3272"
"2201150","Baixa Grande do Ribeiro (PI)","Total","Total","3332"
"2201176","Barra D'Alcântara (PI)","Total","Total","1250"
"2201200","Barras (PI)","Total","Total","17612"
"2201309","Barreiras do Piauí (PI)","Total","Total","1209"
"2201408","Barro Duro (PI)","Total","Total","2602"
"2201507","Batalha (PI)","Total","Total","9411"
"2201556","Bela Vista do Piauí (PI)","Total","Total","1369"
"2201572","Belém do Piauí (PI)","Total","Total","1196"
"2201606","Beneditinos (PI)","Total","Total","4358"
"2201705","Bertolínia (PI)","Total","Total","2530"
"2201739","Betânia do Piauí (PI)","Total","Total","2934"
"2201770","Boa Hora (PI)","Total","Total","2790"
"2201804","Bocaina (PI)","Total","Total","1740"
"2201903","Bom Jesus (PI)","Total","Total","9906"
"2201919","Bom Princípio do Piauí (PI)","Total","Total","1827"
"2201929","Bonfim do Piauí (PI)","Total","Total","2547"
"2201945","Boqueirão do Piauí (PI)","Total","Total","1927"
"2201960","Brasileira (PI)","Total","Total","3030"
"2201988","Brejo do Piauí (PI)","Total","Total","1874"
"2202000","Buriti dos Lopes (PI)","Total","Total","6800"
"2202026","Buriti dos Montes (PI)","Total","Total","2688"
"2202059","Cabeceiras do Piauí (PI)","Total","Total","3663"
"2202075","Cajazeiras do Piauí (PI)","Total","Total","1587"
"2202083","Cajueiro da Praia (PI)","Total","Total","2154"
"2202091","Caldeirão Grande do Piauí (PI)","Total","Total","2527"
"2202109","Campinas do Piauí (PI)","Total","Total","1780"
"2202117","Campo Alegre do Fidalgo (PI)","Total","Total","1394"
"2202133","Campo Grande do Piauí (PI)","Total","Total","2288"
"2202174","Campo Largo do Piauí (PI)","Total","Total","2555"
"2202208","Campo Maior (PI)","Total","Total","19182"
"2202251","Canavieira (PI)","Total","Total","1436"
"2202307","Canto do Buriti (PI)","Total","Total","7552"
"2202406","Capitão de Campos (PI)","Total","Total","3927"
"2202455","Capitão Gervásio Oliveira (PI)","Total","Total","1216"
"2202505","Caracol (PI)","Total","Total","3544"
"2202539","Caraúbas do Piauí (PI)","Total","Total","1206"
"2202554","Caridade do Piauí (PI)","Total","Total","1786"
"2202604","Castelo do Piauí (PI)","Total","Total","6839"
"2202653","Caxingó (PI)","Total","Total","1739"
"2202703","Cocal (PI)","Total","Total","10265"
"2202711","Cocal de Telha (PI)","Total","Total","1546"
"2202729","Cocal dos Alves (PI)","Total","Total","1738"
"2202737","Coivaras (PI)","Total","Total","1706"
"2202752","Colônia do Gurguéia (PI)","Total","Total","2533"
"2202778","Colônia do Piauí (PI)","Total","Total","3176"
"2202802","Conceição do Canindé (PI)","Total","Total","1948"
"2202851","Coronel José Dias (PI)","Total","Total","1685"
"2202901","Corrente (PI)","Total","Total","11009"
"2203008","Cristalândia do Piauí (PI)","Total","Total","2262"
"2203107","Cristino Castro (PI)","Total","Total","4430"
"2203206","Curimatá (PI)","Total","Total","4258"
"2203230","Currais (PI)","Total","Total","1874"
"2203255","Curralinhos (PI)","Total","Total","1483"
"2203271","Curral Novo do Piauí (PI)","Total","Total","2231"
"2203305","Demerval Lobão (PI)","Total","Total","5514"
"2203354","Dirceu Arcoverde (PI)","Total","Total","3469"
"2203404","Dom Expedito Lopes (PI)","Total","Total","2605"
"2203420","Domingos Mourão (PI)","Total","Total","1227"
"2203453","Dom Inocêncio (PI)","Total","Total","4126"
"2203503","Elesbão Veloso (PI)","Total","Total","5552"
"2203602","Eliseu Martins (PI)","Total","Total","1682"
"2203701","Esperantina (PI)","Total","Total","17417"
"2203750","Fartura do Piauí (PI)","Total","Total","2275"
"2203800","Flores do Piauí (PI)","Total","Total","1568"
"2203859","Floresta do Piauí (PI)","Total","Total","850"
"2203909","Floriano (PI)","Total","Total","26817"
"2204006","Francinópolis (PI)","Total","Total","1475"
"2204105","Francisco Ayres (PI)","Total","Total","1234"
"2204154","Francisco Macedo (PI)","Total","Total","1132"
"2204204","Francisco Santos (PI)","Total","Total","3923"
"2204303","Fronteiras (PI)","Total","Total","4159"
"2204352","Geminiano (PI)","Total","Total","2176"
"2204402","Gilbués (PI)","Total","Total","3403"
"2204501","Guadalupe (PI)","Total","Total","4463"
"2204550","Guaribas (PI)","Total","Total","1098"
"2204600","Hugo Napoleão (PI)","Total","Total","1009"
"2204659","Ilha Grande (PI)","Total","Total","3331"
"2204709","Inhuma (PI)","Total","Total","6417"
"2204808","Ipiranga do Piauí (PI)","Total","Total","4290"
"2204907","Isaías Coelho (PI)","Total","Total","2524"
"2205003","Itainópolis (PI)","Total","Total","4970"
"2205102","Itaueira (PI)","Total","Total","4567"
"2205151","Jacobina do Piauí (PI)","Total","Total","2881"
"2205201","Jaicós (PI)","Total","Total","7569"
"2205250","Jardim do Mulato (PI)","Total","Total","1636"
"2205276","Jatobá do Piauí (PI)","Total","Total","1770"
"2205300","Jerumenha (PI)","Total","Total","1483"
"2205359","João Costa (PI)","Total","Total","1259"
"2205409","Joaquim Pires (PI)","Total","Total","3545"
"2205458","Joca Marques (PI)","Total","Total","1436"
"2205508","José de Freitas (PI)","Total","Total","15232"
"2205516","Juazeiro do Piauí (PI)","Total","Total","1834"
"2205524","Júlio Borges (PI)","Total","Total","1665"
"2205532","Jurema (PI)","Total","Total","1620"
"2205540","Lagoinha do Piauí (PI)","Total","Total","831"
"2205557","Lagoa Alegre (PI)","Total","Total","3238"
"2205565","Lagoa do Barro do Piauí (PI)","Total","Total","926"
"2205573","Lagoa de São Francisco (PI)","Total","Total","1556"
"2205581","Lagoa do Piauí (PI)","Total","Total","1464"
"2205599","Lagoa do Sítio (PI)","Total","Total","1636"
"2205607","Landri Sales (PI)","Total","Total","1403"
"2205706","Luís Correia (PI)","Total","Total","10113"
"2205805","Luzilândia (PI)","Total","Total","9617"
"2205854","Madeiro (PI)","Total","Total","2354"
"2205904","Manoel Emídio (PI)","Total","Total","1270"
"2205953","Marcolândia (PI)","Total","Total","3593"
"2206001","Marcos Parente (PI)","Total","Total","1699"
"2206050","Massapê do Piauí (PI)","Total","Total","2773"
"2206100","Matias Olímpio (PI)","Total","Total","3843"
"2206209","Miguel Alves (PI)","Total","Total","12129"
"2206308","Miguel Leão (PI)","Total","Total","546"
"2206357","Milton Brandão (PI)","Total","Total","1988"
"2206407","Monsenhor Gil (PI)","Total","Total","3760"
"2206506","Monsenhor Hipólito (PI)","Total","Total","3511"
"2206605","Monte Alegre do Piauí (PI)","Total","Total","3855"
"2206654","Morro Cabeça no Tempo (PI)","Total","Total","1271"
"2206670","Morro do Chapéu do Piauí (PI)","Total","Total","3170"
"2206696","Murici dos Portelas (PI)","Total","Total","2236"
"2206704","Nazaré do Piauí (PI)","Total","Total","2075"
