"Tabela 3603 - Pessoas de 10 anos ou mais de idade, residentes em domicílios particulares, ocupadas na semana de referência, exclusive as pessoas cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou seu parente, por local de exercício do trabalho principal, segundo a situação do domicílio e as classes de rendimento nominal mensal domiciliar per capita"
"Variável - Pessoas de 10 anos ou mais de idade, residentes em domicílios particulares, ocupadas na semana de referência, cuja condição no domicílio não era pensionista, nem empregado(a) doméstico(a) ou seu parente (Pessoas)"
"Cód.","Município","Classes de rendimento nominal mensal domiciliar per capita","Ano x Local de exercício do trabalho principal x Situação do domicílio"
"Cód.","Município","Classes de rendimento nominal mensal domiciliar per capita","2010"
"Cód.","Município","Classes de rendimento nominal mensal domiciliar per capita","Total","Município de residência","Município de residência - no domicílio de residência","Município de residência - fora do domicílio de residência","Outro município","País estrangeiro","Mais de um município ou país"
"Cód.","Município","Classes de rendimento nominal mensal domiciliar per capita","Total","Total","Total","Total","Total","Total","Total"
"2516904","Uiraúna (PB)","Total","5333","4600","883","3717","500","-","233"
"2517001","Umbuzeiro (PB)","Total","4028","3621","1837","1784","403","-","4"
"2517100","Várzea (PB)","Total","1198","1146","332","813","39","-","14"
"2517209","Vieirópolis (PB)","Total","1410","1149","133","1017","229","-","32"
"2517407","Zabelê (PB)","Total","1003","919","165","755","81","-","3"
"2600054","Abreu e Lima (PE)","Total","34796","16182","4809","11372","18111","10","493"
"2600104","Afogados da Ingazeira (PE)","Total","14181","12826","2393","10433","890","-","465"
"2600203","Afrânio (PE)","Total","6545","5931","2543","3388","547","-","66"
"2600302","Agrestina (PE)","Total","8164","6445","2364","4081","1645","-","75"
"2600401","Água Preta (PE)","Total","6896","5526","1556","3970","1370","-","-"
"2600500","Águas Belas (PE)","Total","15009","14432","2562","11870","542","-","35"
"2600609","Alagoinha (PE)","Total","5737","5420","1424","3996","299","-","18"
"2600708","Aliança (PE)","Total","9797","6953","1878","5075","2650","16","178"
"2600807","Altinho (PE)","Total","8491","7667","2981","4687","743","-","81"
"2600906","Amaraji (PE)","Total","7472","6297","582","5715","1166","-","8"
"2601003","Angelim (PE)","Total","3812","3539","1322","2217","269","-","4"
"2601052","Araçoiaba (PE)","Total","4926","2524","592","1932","2388","-","14"
"2601102","Araripina (PE)","Total","32017","30584","7544","23041","1154","-","279"
"2601201","Arcoverde (PE)","Total","25243","22527","4490","18036","2166","13","537"
"2601300","Barra de Guabiraba (PE)","Total","3816","3353","347","3006","443","-","21"
"2601409","Barreiros (PE)","Total","9627","8059","2214","5845","1459","-","108"
"2601508","Belém de Maria (PE)","Total","3690","3166","478","2688","493","-","30"
"2601607","Belém do São Francisco (PE)","Total","8268","7987","1868","6119","199","-","83"
"2601706","Belo Jardim (PE)","Total","29030","27083","5497","21586","1365","-","583"
"2601805","Betânia (PE)","Total","3590","3285","1352","1933","299","-","7"
"2601904","Bezerros (PE)","Total","22196","19294","5251","14043","2577","-","326"
"2602001","Bodocó (PE)","Total","13416","12496","3852","8643","849","-","71"
"2602100","Bom Conselho (PE)","Total","17765","16900","3277","13623","627","-","238"
"2602209","Bom Jardim (PE)","Total","14118","12168","7117","5052","1909","-","41"
"2602308","Bonito (PE)","Total","10860","10012","2467","7545","762","-","86"
"2602407","Brejão (PE)","Total","3358","3070","786","2284","268","-","20"
"2602506","Brejinho (PE)","Total","2668","2180","546","1634","474","-","14"
"2602605","Brejo da Madre de Deus (PE)","Total","19844","17408","6938","10470","2368","-","69"
"2602704","Buenos Aires (PE)","Total","4312","3324","1162","2162","980","-","8"
"2602803","Buíque (PE)","Total","16668","15816","6972","8844","778","-","74"
"2602902","Cabo de Santo Agostinho (PE)","Total","67131","50746","11685","39060","16159","40","186"
"2603009","Cabrobó (PE)","Total","11560","10982","3551","7430","537","-","41"
"2603108","Cachoeirinha (PE)","Total","7127","6785","2055","4730","311","-","30"
"2603207","Caetés (PE)","Total","10392","9890","4264","5626","429","-","74"
"2603306","Calçado (PE)","Total","5542","5252","967","4285","284","-","6"
"2603405","Calumbi (PE)","Total","1855","1515","272","1244","333","-","7"
"2603454","Camaragibe (PE)","Total","55088","25867","6829","19038","28678","23","520"
"2603504","Camocim de São Félix (PE)","Total","5385","4475","583","3892","571","-","338"
"2603603","Camutanga (PE)","Total","2790","2506","306","2199","242","-","42"
"2603702","Canhotinho (PE)","Total","8249","7434","2883","4551","762","-","52"
"2603801","Capoeiras (PE)","Total","9184","8886","3654","5231","276","-","23"
"2603900","Carnaíba (PE)","Total","6820","5925","1850","4076","785","-","109"
"2603926","Carnaubeira da Penha (PE)","Total","3686","3529","1343","2186","141","-","16"
"2604007","Carpina (PE)","Total","26826","21875","5801","16074","4570","-","381"
"2604106","Caruaru (PE)","Total","144983","138812","44461","94351","4171","27","1973"
"2604155","Casinhas (PE)","Total","4702","3608","2056","1552","1089","6","-"
"2604205","Catende (PE)","Total","9665","8034","1533","6501","1396","-","235"
"2604304","Cedro (PE)","Total","3975","3323","386","2937","595","-","57"
"2604403","Chã de Alegria (PE)","Total","3534","2496","479","2016","1027","-","11"
"2604502","Chã Grande (PE)","Total","7277","6372","601","5771","751","-","153"
"2604601","Condado (PE)","Total","6853","4458","1122","3337","2342","-","53"
"2604700","Correntes (PE)","Total","5911","5403","1557","3846","471","-","37"
"2604809","Cortês (PE)","Total","3193","2853","175","2678","333","-","7"
"2604908","Cumaru (PE)","Total","6475","5584","2239","3345","880","-","10"
"2605004","Cupira (PE)","Total","9746","9217","2518","6699","443","-","87"
"2605103","Custódia (PE)","Total","12241","11417","2949","8467","756","-","69"
"2605152","Dormentes (PE)","Total","7664","7314","2657","4657","326","-","25"
"2605202","Escada (PE)","Total","19681","13967","3198","10769","5637","-","77"
"2605301","Exu (PE)","Total","11109","10512","1923","8589","581","-","16"
"2605400","Feira Nova (PE)","Total","7657","6318","1057","5260","1180","-","159"
"2605459","Fernando de Noronha (PE)","Total","1270","1260","260","1000","10","-","-"
"2605509","Ferreiros (PE)","Total","3943","3066","583","2482","843","-","34"
"2605608","Flores (PE)","Total","7465","6475","1895","4580","895","-","95"
"2605707","Floresta (PE)","Total","12183","11534","2216","9318","542","-","106"
"2605806","Frei Miguelinho (PE)","Total","5706","4763","2094","2669","808","-","135"
"2605905","Gameleira (PE)","Total","7084","5721","841","4881","1228","-","135"
"2606002","Garanhuns (PE)","Total","49118","45631","10478","35153","2614","19","854"
"2606101","Glória do Goitá (PE)","Total","12192","10062","4615","5447","2042","-","88"
"2606200","Goiana (PE)","Total","25171","21991","4818","17173","2926","10","244"
"2606309","Granito (PE)","Total","2112","1928","416","1512","181","-","3"
"2606408","Gravatá (PE)","Total","29489","27930","6494","21435","1473","-","87"
"2606507","Iati (PE)","Total","6627","6234","2636","3599","285","-","107"
"2606606","Ibimirim (PE)","Total","9330","8874","1286","7588","435","-","21"
"2606705","Ibirajuba (PE)","Total","3005","2896","838","2058","109","-","-"
"2606804","Igarassu (PE)","Total","36008","23964","6438","17526","11721","-","322"
"2606903","Iguaracy (PE)","Total","4337","3983","1203","2780","340","-","14"
"2607000","Inajá (PE)","Total","6270","6148","2831","3317","112","-","10"
"2607109","Ingazeira (PE)","Total","1898","1693","580","1113","196","-","9"
"2607208","Ipojuca (PE)","Total","27967","26300","4274","22026","1593","14","60"
"2607307","Ipubi (PE)","Total","10699","10257","1530","8727","350","-","92"
"2607406","Itacuruba (PE)","Total","1591","1500","163","1336","86","-","5"
"2607505","Itaíba (PE)","Total","10258","9800","3895","5905","398","-","59"
"2607604","Ilha de Itamaracá (PE)","Total","6383","5004","1065","3939","1322","9","49"
"2607653","Itambé (PE)","Total","10594","7637","2211","5426","2845","-","111"
"2607703","Itapetim (PE)","Total","6112","5357","1542","3815","655","-","100"
"2607752","Itapissuma (PE)","Total","7842","4764","1419","3345","2949","-","129"
"2607802","Itaquitinga (PE)","Total","4682","3283","755","2527","1384","-","15"
"2607901","Jaboatão dos Guararapes (PE)","Total","254931","151951","41529","110422","100060","106","2814"
"2607950","Jaqueira (PE)","Total","2583","2142","351","1791","383","-","59"
"2608008","Jataúba (PE)","Total","7305","6887","2319","4568","396","-","23"
"2608057","Jatobá (PE)","Total","5140","4224","1396","2828","853","5","58"
"2608107","João Alfredo (PE)","Total","10963","9903","4473","5430","982","-","77"
"2608206","Joaquim Nabuco (PE)","Total","4313","3391","634","2757","779","-","143"
"2608255","Jucati (PE)","Total","5822","5608","1668","3941","202","-","11"
"2608305","Jupi (PE)","Total","6894","6467","1637","4830","370","-","57"
"2608404","Jurema (PE)","Total","5700","5406","1660","3746","261","-","33"
"2608453","Lagoa do Carro (PE)","Total","5768","3907","1416","2491","1796","-","65"
"2608503","Lagoa de Itaenga (PE)","Total","7306","5969","2255","3714","1240","-","97"
"2608602","Lagoa do Ouro (PE)","Total","4948","4825","1488","3337","118","-","6"
"2608701","Lagoa dos Gatos (PE)","Total","6333","5723","1443","4280","497","-","113"
"2608750","Lagoa Grande (PE)","Total","8697","7542","1500","6042","1130","-","25"
"2608800","Lajedo (PE)","Total","15388","13917","2964","10953","1059","-","412"
"2608909","Limoeiro (PE)","Total","20672","18155","4769","13386","2099","-","419"
"2609006","Macaparana (PE)","Total","8037","6637","1139","5498","1277","-","123"
"2609105","Machados (PE)","Total","3664","3368","564","2803","296","-","-"
"2609154","Manari (PE)","Total","9871","9604","3927","5678","266","-","-"
"2609204","Maraial (PE)","Total","3554","3162","271","2892","381","-","11"
"2609303","Mirandiba (PE)","Total","3915","3636","785","2850","269","-","11"
"2609402","Moreno (PE)","Total","18102","10564","3239","7325","7307","10","222"
"2609501","Nazaré da Mata (PE)","Total","9669","7280","2187","5093","2267","7","114"
"2609600","Olinda (PE)","Total","150667","80003","23446","56556","68270","90","2304"
"2609709","Orobó (PE)","Total","8181","7138","3853","3285","987","-","56"
"2609808","Orocó (PE)","Total","5618","5378","689","4689","218","-","23"
"2609907","Ouricuri (PE)","Total","21313","19417","7069","12349","1365","-","531"
"2610004","Palmares (PE)","Total","16529","14927","3886","11041","1473","-","129"
"2610103","Palmeirina (PE)","Total","2605","2422","572","1851","178","-","4"
"2610202","Panelas (PE)","Total","10163","9657","2579","7078","448","-","58"
"2610301","Paranatama (PE)","Total","3836","3653","1317","2337","177","-","6"
"2610400","Parnamirim (PE)","Total","6112","5763","921","4842","325","-","24"
"2610509","Passira (PE)","Total","9765","8383","3172","5212","1335","-","47"
"2610608","Paudalho (PE)","Total","15922","11510","2744","8766","4325","-","87"
"2610707","Paulista (PE)","Total","120618","58192","17085","41107","60677","65","1685"
"2610806","Pedra (PE)","Total","6984","6489","1857","4632","478","-","17"
"2610905","Pesqueira (PE)","Total","23967","22746","5901","16846","1009","-","211"
"2611002","Petrolândia (PE)","Total","13011","12217","2754","9463","727","-","67"
"2611101","Petrolina (PE)","Total","123252","113831","24904","88928","7820","9","1592"
"2611200","Poção (PE)","Total","5283","5068","1675","3393","209","-","7"
"2611309","Pombos (PE)","Total","9081","7473","2562","4911","1469","-","139"
"2611408","Primavera (PE)","Total","4640","4030","505","3525","569","-","42"
"2611507","Quipapá (PE)","Total","7371","6039","1706","4334","1278","-","54"
"2611533","Quixaba (PE)","Total","2416","2038","471","1566","368","-","10"
"2611606","Recife (PE)","Total","654441","598051","137871","460180","49845","369","6176"
"2611705","Riacho das Almas (PE)","Total","7837","7169","2636","4533","628","-","41"
"2611804","Ribeirão (PE)","Total","12970","10782","3677","7105","2128","-","61"
"2611903","Rio Formoso (PE)","Total","6534","5502","1257","4245","968","6","58"
"2612000","Sairé (PE)","Total","4071","3758","1310","2448","277","-","36"
"2612109","Salgadinho (PE)","Total","2319","1912","1056","855","407","-","-"
"2612208","Salgueiro (PE)","Total","20837","19325","3603","15721","952","9","552"
"2612307","Saloá (PE)","Total","5622","5362","2221","3141","224","-","35"
"2612406","Sanharó (PE)","Total","7374","7021","2228","4793","322","-","31"
"2612455","Santa Cruz (PE)","Total","4838","4599","2146","2453","219","-","20"
"2612471","Santa Cruz da Baixa Verde (PE)","Total","4947","4182","759","3423","708","5","52"
"2612505","Santa Cruz do Capibaribe (PE)","Total","49093","48060","18516","29544","943","-","90"
"2612554","Santa Filomena (PE)","Total","3360","3217","978","2239","143","-","-"
"2612604","Santa Maria da Boa Vista (PE)","Total","16870","16174","2530","13644","670","-","26"
"2612703","Santa Maria do Cambucá (PE)","Total","6004","4890","2278","2611","973","-","142"
"2612802","Santa Terezinha (PE)","Total","3619","3170","515","2655","434","-","15"
"2612901","São Benedito do Sul (PE)","Total","2670","2311","765","1546","353","-","6"
"2613008","São Bento do Una (PE)","Total","20869","19993","7722","12271","691","-","186"
"2613107","São Caitano (PE)","Total","15373","11288","3517","7772","3862","-","222"
"2613206","São João (PE)","Total","9189","8713","3547","5165","463","-","13"
"2613305","São Joaquim do Monte (PE)","Total","6824","6219","1732","4487","543","-","61"
"2613404","São José da Coroa Grande (PE)","Total","5250","3842","1198","2644","1366","-","43"
"2613503","São José do Belmonte (PE)","Total","11974","10219","2736","7483","1668","-","87"
"2613602","São José do Egito (PE)","Total","13193","12210","1847","10363","646","-","337"
"2613701","São Lourenço da Mata (PE)","Total","35177","18115","5877","12238","16746","-","316"
"2613800","São Vicente Férrer (PE)","Total","5239","4781","500","4281","427","-","31"
"2613909","Serra Talhada (PE)","Total","34033","31800","6294","25506","1400","-","833"
"2614006","Serrita (PE)","Total","5958","5383","1430","3952","556","-","19"
"2614105","Sertânia (PE)","Total","10886","10167","2585","7582","565","9","145"
"2614204","Sirinhaém (PE)","Total","12180","10096","1713","8383","2063","10","11"
"2614303","Moreilândia (PE)","Total","3331","3120","699","2421","193","-","18"
"2614402","Solidão (PE)","Total","2211","1862","400","1462","321","-","28"
"2614501","Surubim (PE)","Total","22817","19659","5919","13741","2747","-","411"
"2614600","Tabira (PE)","Total","10318","9210","1757","7453","850","-","257"
"2614709","Tacaimbó (PE)","Total","4584","4130","1861","2269","421","-","32"
"2614808","Tacaratu (PE)","Total","8667","8269","3494","4775","397","-","-"
"2614857","Tamandaré (PE)","Total","6219","5635","1243","4392","560","-","24"
"2615003","Taquaritinga do Norte (PE)","Total","12215","11172","4289","6883","957","-","86"
"2615102","Terezinha (PE)","Total","2690","2490","685","1805","178","-","23"
"2615201","Terra Nova (PE)","Total","2889","2412","116","2295","436","-","41"
"2615300","Timbaúba (PE)","Total","18609","16655","2568","14087","1702","-","251"
"2615409","Toritama (PE)","Total","18957","18503","7033","11470","408","-","45"
"2615508","Tracunhaém (PE)","Total","4126","1863","662","1201","2164","-","99"
"2615607","Trindade (PE)","Total","8993","8493","3396","5096","410","-","90"
"2615706","Triunfo (PE)","Total","6450","5537","1833","3704","767","-","146"
"2615805","Tupanatinga (PE)","Total","9035","8805","3375","5430","193","-","36"
"2615904","Tuparetama (PE)","Total","3420","3158","643","2515","227","-","35"
"2616001","Venturosa (PE)","Total","6350","5925","1665","4260","326","-","98"
"2616100","Verdejante (PE)","Total","2944","2522","303","2219","422","-","-"
"2616183","Vertente do Lério (PE)","Total","2491","2082","1040","1042","398","-","11"
"2616209","Vertentes (PE)","Total","8779","7405","2651","4753","1188","-","187"
"2616308","Vicência (PE)","Total","8212","6989","1642","5347","1215","-","8"
"2616407","Vitória de Santo Antão (PE)","Total","48004","41854","10252","31603","5407","9","734"
"2616506","Xexéu (PE)","Total","3468","2594","324","2271","836","-","38"
"2700102","Água Branca (AL)","Total","8393","7693","942","6752","652","4","43"
"2700201","Anadia (AL)","Total","4470","3828","1141","2687","586","-","56"
"2700300","Arapiraca (AL)","Total","84646","79096","16298","62798","3764","-","1786"
"2700409","Atalaia (AL)","Total","11230","9246","1883","7363","1901","-","83"
"2700508","Barra de Santo Antônio (AL)","Total","4047","3033","550","2483","937","-","77"
