Tabela 1552 - População residente, por situação do domicílio e sexo, segundo a forma de declaração da idade e a idade;;
Variável - População residente (Pessoas);;
Forma de declaração da idade - Total;;
Idade - Soma (0 a 4 anos + 5 a 9 anos + 10 a 14 anos + 15 anos + 16 anos + 17 anos + 18 anos);;
Ano - 2010;;
Situação do domicílio - Total;;
Sexo - Total;;
Cód.;Município;
5208301;Divinópolis de Goiás (GO);1715
5208400;Goianápolis (GO);3469
5208509;Goiandira (GO);1402
5208608;Goianésia (GO);18268
5208707;Goiânia (GO);358491
5208806;Goianira (GO);11469
5208905;Goiás (GO);6884
5209101;Goiatuba (GO);9384
5209150;Gouvelândia (GO);1486
5209200;Guapó (GO);4457
5209291;Guaraíta (GO);617
5209408;Guarani de Goiás (GO);1440
5209457;Guarinos (GO);617
5209606;Heitoraí (GO);1047
5209705;Hidrolândia (GO);5492
5209804;Hidrolina (GO);1166
5209903;Iaciara (GO);4850
5209937;Inaciolândia (GO);1782
5209952;Indiara (GO);4352
5210000;Inhumas (GO);13511
5210109;Ipameri (GO);7055
5210158;Ipiranga de Goiás (GO);770
5210208;Iporá (GO);8302
5210307;Israelândia (GO);761
5210406;Itaberaí (GO);10655
5210562;Itaguari (GO);1298
5210604;Itaguaru (GO);1390
5210802;Itajá (GO);1486
5210901;Itapaci (GO);5878
5211008;Itapirapuã (GO);2325
5211206;Itapuranga (GO);7079
5211305;Itarumã (GO);1928
5211404;Itauçu (GO);2286
5211503;Itumbiara (GO);25640
5211602;Ivolândia (GO);681
5211701;Jandaia (GO);1675
5211800;Jaraguá (GO);13626
5211909;Jataí (GO);26878
5212006;Jaupaci (GO);855
5212055;Jesúpolis (GO);731
5212105;Joviânia (GO);2065
5212204;Jussara (GO);5561
5212253;Lagoa Santa (GO);369
5212303;Leopoldo de Bulhões (GO);2461
5212501;Luziânia (GO);65055
5212600;Mairipotaba (GO);601
5212709;Mambaí (GO);2626
5212808;Mara Rosa (GO);3248
5212907;Marzagão (GO);641
5212956;Matrinchã (GO);1336
5213004;Maurilândia (GO);3927
5213053;Mimoso de Goiás (GO);884
5213087;Minaçu (GO);9914
5213103;Mineiros (GO);16268
5213400;Moiporá (GO);479
5213509;Monte Alegre de Goiás (GO);2870
5213707;Montes Claros de Goiás (GO);2317
5213756;Montividiu (GO);3354
5213772;Montividiu do Norte (GO);1454
5213806;Morrinhos (GO);11780
5213855;Morro Agudo de Goiás (GO);658
5213905;Mossâmedes (GO);1337
5214002;Mozarlândia (GO);4258
5214051;Mundo Novo (GO);2052
5214101;Mutunópolis (GO);1194
5214408;Nazário (GO);2257
5214507;Nerópolis (GO);7589
5214606;Niquelândia (GO);13775
5214705;Nova América (GO);644
5214804;Nova Aurora (GO);533
5214838;Nova Crixás (GO);3792
5214861;Nova Glória (GO);2401
5214879;Nova Iguaçu de Goiás (GO);862
5214903;Nova Roma (GO);1167
5215009;Nova Veneza (GO);2399
5215207;Novo Brasil (GO);899
5215231;Novo Gama (GO);36393
5215256;Novo Planalto (GO);1240
5215306;Orizona (GO);3954
5215405;Ouro Verde de Goiás (GO);1185
5215504;Ouvidor (GO);1501
5215603;Padre Bernardo (GO);10547
5215652;Palestina de Goiás (GO);923
5215702;Palmeiras de Goiás (GO);6617
5215801;Palmelo (GO);669
5215900;Palminópolis (GO);923
5216007;Panamá (GO);739
5216304;Paranaiguara (GO);2567
5216403;Paraúna (GO);3245
5216452;Perolândia (GO);1020
5216809;Petrolina de Goiás (GO);2726
5216908;Pilar de Goiás (GO);739
5217104;Piracanjuba (GO);6512
5217203;Piranhas (GO);3069
5217302;Pirenópolis (GO);7168
5217401;Pires do Rio (GO);8147
5217609;Planaltina (GO);31484
5217708;Pontalina (GO);4752
5218003;Porangatu (GO);13606
5218052;Porteirão (GO);1122
5218102;Portelândia (GO);1191
5218300;Posse (GO);11527
5218391;Professor Jamil (GO);969
5218508;Quirinópolis (GO);12189
5218607;Rialma (GO);3034
5218706;Rianápolis (GO);1470
5218789;Rio Quente (GO);1062
5218805;Rio Verde (GO);53295
5218904;Rubiataba (GO);5678
5219001;Sanclerlândia (GO);2132
5219100;Santa Bárbara de Goiás (GO);1811
5219209;Santa Cruz de Goiás (GO);844
5219258;Santa Fé de Goiás (GO);1523
5219308;Santa Helena de Goiás (GO);10732
5219357;Santa Isabel (GO);999
5219407;Santa Rita do Araguaia (GO);2212
5219456;Santa Rita do Novo Destino (GO);946
5219506;Santa Rosa de Goiás (GO);752
5219605;Santa Tereza de Goiás (GO);1226
5219704;Santa Terezinha de Goiás (GO);3071
5219712;Santo Antônio da Barra (GO);1413
5219738;Santo Antônio de Goiás (GO);1537
5219753;Santo Antônio do Descoberto (GO);24608
5219803;São Domingos (GO);3944
5219902;São Francisco de Goiás (GO);1877
5220009;São João d'Aliança (GO);3853
5220058;São João da Paraúna (GO);466
5220108;São Luís de Montes Belos (GO);8370
5220157;São Luiz do Norte (GO);1500
5220207;São Miguel do Araguaia (GO);6802
5220264;São Miguel do Passa Quatro (GO);1121
5220280;São Patrício (GO);541
5220405;São Simão (GO);4907
5220454;Senador Canedo (GO);29958
5220504;Serranópolis (GO);2268
5220603;Silvânia (GO);5772
5220686;Simolândia (GO);2421
5220702;Sítio d'Abadia (GO);1031
5221007;Taquaral de Goiás (GO);867
5221080;Teresina de Goiás (GO);1238
5221197;Terezópolis de Goiás (GO);2251
5221304;Três Ranchos (GO);788
5221403;Trindade (GO);33444
5221452;Trombas (GO);1083
5221502;Turvânia (GO);1295
5221551;Turvelândia (GO);1499
5221577;Uirapuru (GO);949
5221601;Uruaçu (GO);11378
5221700;Uruana (GO);3840
5221809;Urutaí (GO);876
5221858;Valparaíso de Goiás (GO);46929
5221908;Varjão (GO);1048
5222005;Vianópolis (GO);3870
5222054;Vicentinópolis (GO);2290
5222203;Vila Boa (GO);1749
5222302;Vila Propício (GO);1760
5300108;Brasília (DF);784498
Fonte: IBGE - Censo Demográfico;;
