"Tabela 3219 - Domicílios particulares permanentes, por número de moradores, segundo a situação do domicílio, o tipo de domicílio, a condição de ocupação e a existência de banheiro ou sanitário e esgotamento sanitário"
"Variável - Domicílios particulares permanentes (Unidades)"
"Cód.","Município","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Ano x Número de moradores x Situação do domicílio x Tipo de domicílio"
"Cód.","Município","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","2010"
"Cód.","Município","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total"
"Cód.","Município","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total"
"Cód.","Município","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","Casa","Casa de vila ou em condomínio","Apartamento","Habitação em casa de cômodos, cortiço ou cabeça de porco","Oca ou maloca"
"3162450","São João das Missões (MG)","Total","Total","2541","2538","-","3","-","-"
"3162500","São João del Rei (MG)","Total","Total","27313","25347","168","1755","43","-"
"3162559","São João do Manhuaçu (MG)","Total","Total","3046","2985","8","51","2","-"
"3162575","São João do Manteninha (MG)","Total","Total","1704","1640","-","63","1","-"
"3162609","São João do Oriente (MG)","Total","Total","2524","2398","-","126","-","-"
"3162658","São João do Pacuí (MG)","Total","Total","1142","1137","-","-","5","-"
"3162708","São João do Paraíso (MG)","Total","Total","6026","5890","-","131","5","-"
"3162807","São João Evangelista (MG)","Total","Total","4558","4510","5","43","-","-"
"3162906","São João Nepomuceno (MG)","Total","Total","8262","7410","29","813","10","-"
"3162922","São Joaquim de Bicas (MG)","Total","Total","6799","6643","4","141","11","-"
"3162948","São José da Barra (MG)","Total","Total","2047","2046","1","-","-","-"
"3162955","São José da Lapa (MG)","Total","Total","5647","5541","63","10","33","-"
"3163003","São José da Safira (MG)","Total","Total","1163","1144","-","10","9","-"
"3163102","São José da Varginha (MG)","Total","Total","1305","1295","-","3","7","-"
"3163201","São José do Alegre (MG)","Total","Total","1268","1267","1","-","-","-"
"3163300","São José do Divino (MG)","Total","Total","1152","1142","-","8","2","-"
"3163409","São José do Goiabal (MG)","Total","Total","1731","1599","8","124","-","-"
"3163508","São José do Jacuri (MG)","Total","Total","1862","1856","-","6","-","-"
"3163607","São José do Mantimento (MG)","Total","Total","788","750","-","38","-","-"
"3163706","São Lourenço (MG)","Total","Total","13667","11842","246","1556","23","-"
"3163805","São Miguel do Anta (MG)","Total","Total","2058","1990","-","68","-","-"
"3163904","São Pedro da União (MG)","Total","Total","1748","1746","1","1","-","-"
"3164001","São Pedro dos Ferros (MG)","Total","Total","2537","2523","1","9","4","-"
"3164100","São Pedro do Suaçuí (MG)","Total","Total","1653","1649","1","3","-","-"
"3164209","São Romão (MG)","Total","Total","2440","2427","-","11","2","-"
"3164308","São Roque de Minas (MG)","Total","Total","2283","2206","31","44","2","-"
"3164407","São Sebastião da Bela Vista (MG)","Total","Total","1544","1531","7","6","-","-"
"3164431","São Sebastião da Vargem Alegre (MG)","Total","Total","932","929","1","2","-","-"
"3164472","São Sebastião do Anta (MG)","Total","Total","1712","1689","-","23","-","-"
"3164506","São Sebastião do Maranhão (MG)","Total","Total","2920","2912","-","8","-","-"
"3164605","São Sebastião do Oeste (MG)","Total","Total","1844","1802","1","40","1","-"
"3164704","São Sebastião do Paraíso (MG)","Total","Total","20736","20153","8","567","8","-"
"3164803","São Sebastião do Rio Preto (MG)","Total","Total","515","507","1","2","5","-"
"3164902","São Sebastião do Rio Verde (MG)","Total","Total","682","679","-","3","-","-"
"3165008","São Tiago (MG)","Total","Total","3321","3252","9","59","1","-"
"3165107","São Tomás de Aquino (MG)","Total","Total","2265","2264","-","-","1","-"
"3165206","São Tomé das Letras (MG)","Total","Total","2130","2122","2","2","4","-"
"3165305","São Vicente de Minas (MG)","Total","Total","2053","2033","-","17","3","-"
"3165404","Sapucaí-Mirim (MG)","Total","Total","1990","1960","8","22","-","-"
"3165503","Sardoá (MG)","Total","Total","1491","1441","-","50","-","-"
"3165537","Sarzedo (MG)","Total","Total","7339","7135","112","50","42","-"
"3165552","Setubinha (MG)","Total","Total","2550","2550","-","-","-","-"
"3165560","Sem-Peixe (MG)","Total","Total","930","926","1","3","-","-"
"3165578","Senador Amaral (MG)","Total","Total","1578","1560","1","17","-","-"
"3165602","Senador Cortes (MG)","Total","Total","631","610","-","21","-","-"
"3165701","Senador Firmino (MG)","Total","Total","2288","2279","-","9","-","-"
"3165800","Senador José Bento (MG)","Total","Total","629","629","-","-","-","-"
"3165909","Senador Modestino Gonçalves (MG)","Total","Total","1318","1309","-","2","7","-"
"3166006","Senhora de Oliveira (MG)","Total","Total","1637","1620","2","15","-","-"
"3166105","Senhora do Porto (MG)","Total","Total","1033","1033","-","-","-","-"
"3166204","Senhora dos Remédios (MG)","Total","Total","2988","2950","5","33","-","-"
"3166303","Sericita (MG)","Total","Total","2104","2008","2","93","1","-"
"3166402","Seritinga (MG)","Total","Total","576","567","-","9","-","-"
"3166501","Serra Azul de Minas (MG)","Total","Total","1118","1117","-","1","-","-"
"3166600","Serra da Saudade (MG)","Total","Total","289","289","-","-","-","-"
"3166709","Serra dos Aimorés (MG)","Total","Total","2675","2662","1","1","11","-"
"3166808","Serra do Salitre (MG)","Total","Total","3269","3242","-","14","13","-"
"3166907","Serrania (MG)","Total","Total","2228","2221","-","7","-","-"
"3166956","Serranópolis de Minas (MG)","Total","Total","1286","1278","-","8","-","-"
"3167004","Serranos (MG)","Total","Total","635","635","-","-","-","-"
"3167103","Serro (MG)","Total","Total","5626","5595","2","28","1","-"
"3167202","Sete Lagoas (MG)","Total","Total","63111","60287","151","2399","274","-"
"3167301","Silveirânia (MG)","Total","Total","736","727","3","6","-","-"
"3167400","Silvianópolis (MG)","Total","Total","1983","1966","9","8","-","-"
"3167509","Simão Pereira (MG)","Total","Total","755","755","-","-","-","-"
"3167608","Simonésia (MG)","Total","Total","5430","4855","36","530","9","-"
"3167707","Sobrália (MG)","Total","Total","1828","1799","3","20","6","-"
"3167806","Soledade de Minas (MG)","Total","Total","1836","1804","22","10","-","-"
"3167905","Tabuleiro (MG)","Total","Total","1355","1256","1","98","-","-"
"3168002","Taiobeiras (MG)","Total","Total","8908","8790","3","115","-","-"
"3168051","Taparuba (MG)","Total","Total","1093","1087","-","6","-","-"
"3168101","Tapira (MG)","Total","Total","1288","1287","1","-","-","-"
"3168200","Tapiraí (MG)","Total","Total","664","664","-","-","-","-"
"3168309","Taquaraçu de Minas (MG)","Total","Total","1162","1159","-","-","3","-"
"3168408","Tarumirim (MG)","Total","Total","4523","4389","4","127","3","-"
"3168507","Teixeiras (MG)","Total","Total","3647","3315","1","330","1","-"
"3168606","Teófilo Otoni (MG)","Total","Total","40431","37651","190","2463","126","1"
"3168705","Timóteo (MG)","Total","Total","24520","20604","81","3702","133","-"
"3168804","Tiradentes (MG)","Total","Total","2303","2292","1","9","1","-"
"3168903","Tiros (MG)","Total","Total","2508","2490","1","16","1","-"
"3169000","Tocantins (MG)","Total","Total","5058","4685","16","346","11","-"
"3169059","Tocos do Moji (MG)","Total","Total","1263","1263","-","-","-","-"
"3169109","Toledo (MG)","Total","Total","1828","1827","-","1","-","-"
"3169208","Tombos (MG)","Total","Total","3157","2963","12","177","5","-"
"3169307","Três Corações (MG)","Total","Total","21550","20533","108","884","25","-"
"3169356","Três Marias (MG)","Total","Total","8794","8459","41","275","19","-"
"3169406","Três Pontas (MG)","Total","Total","16043","15474","40","526","3","-"
"3169505","Tumiritinga (MG)","Total","Total","1967","1960","1","6","-","-"
"3169604","Tupaciguara (MG)","Total","Total","8237","8083","34","119","1","-"
"3169703","Turmalina (MG)","Total","Total","5318","5273","2","43","-","-"
"3169802","Turvolândia (MG)","Total","Total","1480","1471","8","-","1","-"
"3169901","Ubá (MG)","Total","Total","32159","28333","105","3642","79","-"
"3170008","Ubaí (MG)","Total","Total","2997","2992","-","-","5","-"
"3170057","Ubaporanga (MG)","Total","Total","3688","3577","4","106","1","-"
"3170107","Uberaba (MG)","Total","Total","96799","86255","445","9936","163","-"
"3170206","Uberlândia (MG)","Total","Total","195807","166237","3461","25673","436","-"
"3170305","Umburatiba (MG)","Total","Total","838","837","-","1","-","-"
"3170404","Unaí (MG)","Total","Total","24223","22291","43","1855","34","-"
"3170438","União de Minas (MG)","Total","Total","1532","1531","-","-","1","-"
"3170479","Uruana de Minas (MG)","Total","Total","1032","1031","-","-","1","-"
"3170503","Urucânia (MG)","Total","Total","2878","2873","-","3","2","-"
"3170529","Urucuia (MG)","Total","Total","3062","3048","3","7","4","-"
"3170578","Vargem Alegre (MG)","Total","Total","2038","1830","-","208","-","-"
"3170602","Vargem Bonita (MG)","Total","Total","798","797","1","-","-","-"
"3170651","Vargem Grande do Rio Pardo (MG)","Total","Total","1186","1181","1","3","1","-"
"3170701","Varginha (MG)","Total","Total","37546","35278","72","2172","24","-"
"3170750","Varjão de Minas (MG)","Total","Total","1937","1925","-","12","-","-"
"3170800","Várzea da Palma (MG)","Total","Total","10759","10625","2","130","2","-"
"3170909","Varzelândia (MG)","Total","Total","4842","4837","3","2","-","-"
"3171006","Vazante (MG)","Total","Total","6445","6213","107","123","2","-"
"3171030","Verdelândia (MG)","Total","Total","2118","2110","-","7","1","-"
"3171071","Veredinha (MG)","Total","Total","1636","1634","1","-","1","-"
"3171105","Veríssimo (MG)","Total","Total","1101","1100","-","-","1","-"
"3171154","Vermelho Novo (MG)","Total","Total","1455","1432","-","22","1","-"
"3171204","Vespasiano (MG)","Total","Total","29790","27873","133","1616","168","-"
"3171303","Viçosa (MG)","Total","Total","22727","14257","217","8243","10","-"
"3171402","Vieiras (MG)","Total","Total","1164","1163","-","1","-","-"
"3171501","Mathias Lobato (MG)","Total","Total","990","988","-","2","-","-"
"3171600","Virgem da Lapa (MG)","Total","Total","3951","3907","1","41","2","-"
"3171709","Virgínia (MG)","Total","Total","2637","2626","4","7","-","-"
"3171808","Virginópolis (MG)","Total","Total","2988","2896","1","90","1","-"
"3171907","Virgolândia (MG)","Total","Total","1764","1727","3","34","-","-"
"3172004","Visconde do Rio Branco (MG)","Total","Total","12134","11256","28","839","11","-"
"3172103","Volta Grande (MG)","Total","Total","1535","1533","-","1","1","-"
"3172202","Wenceslau Braz (MG)","Total","Total","783","778","4","1","-","-"
"3200102","Afonso Cláudio (ES)","Total","Total","9839","9319","231","278","11","-"
"3200136","Águia Branca (ES)","Total","Total","2913","2810","1","99","3","-"
"3200169","Água Doce do Norte (ES)","Total","Total","3765","3631","2","130","2","-"
"3200201","Alegre (ES)","Total","Total","9949","9509","18","421","1","-"
"3200300","Alfredo Chaves (ES)","Total","Total","4580","4089","16","457","18","-"
"3200359","Alto Rio Novo (ES)","Total","Total","2301","2285","-","16","-","-"
"3200409","Anchieta (ES)","Total","Total","7339","7143","4","161","31","-"
"3200508","Apiacá (ES)","Total","Total","2457","2424","3","28","2","-"
"3200607","Aracruz (ES)","Total","Total","23806","22906","40","711","144","5"
"3200706","Atílio Vivácqua (ES)","Total","Total","2970","2905","-","57","8","-"
"3200805","Baixo Guandu (ES)","Total","Total","9349","8707","21","595","26","-"
"3200904","Barra de São Francisco (ES)","Total","Total","12838","11687","34","1097","20","-"
"3201001","Boa Esperança (ES)","Total","Total","4377","4302","-","53","22","-"
"3201100","Bom Jesus do Norte (ES)","Total","Total","3174","2963","18","189","4","-"
"3201159","Brejetuba (ES)","Total","Total","3492","3408","2","82","-","-"
"3201209","Cachoeiro de Itapemirim (ES)","Total","Total","59511","53946","82","5342","141","-"
"3201308","Cariacica (ES)","Total","Total","107932","98709","187","8728","308","-"
"3201407","Castelo (ES)","Total","Total","11037","8528","15","2468","26","-"
"3201506","Colatina (ES)","Total","Total","36191","27232","54","8835","70","-"
"3201605","Conceição da Barra (ES)","Total","Total","8482","8415","8","44","15","-"
"3201704","Conceição do Castelo (ES)","Total","Total","3630","3339","11","271","9","-"
"3201803","Divino de São Lourenço (ES)","Total","Total","1397","1393","1","3","-","-"
"3201902","Domingos Martins (ES)","Total","Total","9750","9184","43","505","18","-"
"3202009","Dores do Rio Preto (ES)","Total","Total","2059","2022","2","35","-","-"
"3202108","Ecoporanga (ES)","Total","Total","7600","7447","11","98","44","-"
"3202207","Fundão (ES)","Total","Total","5319","5155","9","99","56","-"
"3202256","Governador Lindenberg (ES)","Total","Total","3356","3317","1","36","2","-"
"3202306","Guaçuí (ES)","Total","Total","8861","7838","6","1014","3","-"
"3202405","Guarapari (ES)","Total","Total","33379","27878","228","5104","169","-"
"3202454","Ibatiba (ES)","Total","Total","7103","6255","9","825","14","-"
"3202504","Ibiraçu (ES)","Total","Total","3454","3425","2","25","2","-"
"3202553","Ibitirama (ES)","Total","Total","2693","2677","4","11","1","-"
"3202603","Iconha (ES)","Total","Total","4047","3994","6","44","3","-"
"3202652","Irupi (ES)","Total","Total","3656","3494","1","157","4","-"
"3202702","Itaguaçu (ES)","Total","Total","4653","4571","1","61","20","-"
"3202801","Itapemirim (ES)","Total","Total","9385","9001","7","353","24","-"
"3202900","Itarana (ES)","Total","Total","3373","3315","-","51","7","-"
"3203007","Iúna (ES)","Total","Total","8699","8079","13","589","18","-"
"3203056","Jaguaré (ES)","Total","Total","7311","7122","13","116","60","-"
"3203106","Jerônimo Monteiro (ES)","Total","Total","3517","3487","8","21","1","-"
"3203130","João Neiva (ES)","Total","Total","4970","4875","3","90","2","-"
"3203163","Laranja da Terra (ES)","Total","Total","3550","3508","1","39","2","-"
"3203205","Linhares (ES)","Total","Total","41967","38064","110","3399","394","-"
"3203304","Mantenópolis (ES)","Total","Total","4369","4228","1","138","2","-"
"3203320","Marataízes (ES)","Total","Total","10633","9981","30","611","11","-"
"3203346","Marechal Floriano (ES)","Total","Total","4542","4121","11","385","25","-"
"3203353","Marilândia (ES)","Total","Total","3557","2870","-","681","6","-"
"3203403","Mimoso do Sul (ES)","Total","Total","8325","8184","-","136","5","-"
"3203502","Montanha (ES)","Total","Total","5725","5647","6","54","18","-"
"3203601","Mucurici (ES)","Total","Total","1861","1785","76","-","-","-"
"3203700","Muniz Freire (ES)","Total","Total","5614","5404","35","173","2","-"
"3203809","Muqui (ES)","Total","Total","4449","4430","1","17","1","-"
"3203908","Nova Venécia (ES)","Total","Total","14408","13449","9","906","44","-"
"3204005","Pancas (ES)","Total","Total","6522","6264","6","241","11","-"
"3204054","Pedro Canário (ES)","Total","Total","7165","7013","21","92","39","-"
"3204104","Pinheiros (ES)","Total","Total","7437","7113","86","219","19","-"
"3204203","Piúma (ES)","Total","Total","5748","4713","24","1005","6","-"
"3204252","Ponto Belo (ES)","Total","Total","2238","2202","-","30","6","-"
"3204302","Presidente Kennedy (ES)","Total","Total","3301","3280","2","19","-","-"
"3204351","Rio Bananal (ES)","Total","Total","5461","5111","2","336","12","-"
"3204401","Rio Novo do Sul (ES)","Total","Total","3629","3622","-","5","2","-"
"3204500","Santa Leopoldina (ES)","Total","Total","3813","3759","6","47","1","-"
"3204559","Santa Maria de Jetibá (ES)","Total","Total","10123","9099","14","938","72","-"
"3204609","Santa Teresa (ES)","Total","Total","6914","6482","4","417","11","-"
"3204658","São Domingos do Norte (ES)","Total","Total","2531","2254","2","275","-","-"
"3204708","São Gabriel da Palha (ES)","Total","Total","10256","8788","17","1425","26","-"
"3204807","São José do Calçado (ES)","Total","Total","3523","3451","8","64","-","-"
"3204906","São Mateus (ES)","Total","Total","32793","30891","50","1779","73","-"
"3204955","São Roque do Canaã (ES)","Total","Total","3512","3287","13","212","-","-"
"3205002","Serra (ES)","Total","Total","124994","110243","1078","12661","1012","-"
"3205010","Sooretama (ES)","Total","Total","6950","6749","4","165","32","-"
"3205036","Vargem Alta (ES)","Total","Total","5726","5492","2","180","52","-"
"3205069","Venda Nova do Imigrante (ES)","Total","Total","6326","4952","54","1293","27","-"
"3205101","Viana (ES)","Total","Total","18918","18473","14","414","17","-"
"3205150","Vila Pavão (ES)","Total","Total","2800","2744","-","56","-","-"
"3205176","Vila Valério (ES)","Total","Total","4218","4059","2","132","25","-"
"3205200","Vila Velha (ES)","Total","Total","134467","90499","1321","41676","971","-"
"3205309","Vitória (ES)","Total","Total","108515","60072","457","47096","890","-"
"3300100","Angra dos Reis (RJ)","Total","Total","53452","48946","2068","2146","234","58"
"3300159","Aperibé (RJ)","Total","Total","3452","3439","-","13","-","-"
"3300209","Araruama (RJ)","Total","Total","35807","33380","996","1350","81","-"
"3300225","Areal (RJ)","Total","Total","3500","3384","52","60","4","-"
"3300233","Armação dos Búzios (RJ)","Total","Total","9012","8366","404","95","147","-"
