"Tabela 3604 - Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência, que, no trabalho principal, trabalhavam fora do domicílio e retornavam diariamente do trabalho para o domicílio, exclusive as pessoas que, no trabalho principal, trabalhavam em mais de um município ou país, por tempo habitual de deslocamento do domicílio para o trabalho principal, segundo a situação do domicílio e os grupos de horas habitualmente trabalhadas por semana no trabalho principal"
"Variável - Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência, que, no trabalho principal, trabalhavam fora do domicílio e retornavam diariamente do trabalho para o domicílio, exclusive as pessoas que, no trabalho principal, trabalhavam em mais de um município ou país (Pessoas)"
"Cód.","Município","Grupos de horas habitualmente trabalhadas por semana no trabalho principal","Ano x Tempo habitual de deslocamento do domicílio para o trabalho principal x Situação do domicílio"
"Cód.","Município","Grupos de horas habitualmente trabalhadas por semana no trabalho principal","2010"
"Cód.","Município","Grupos de horas habitualmente trabalhadas por semana no trabalho principal","Até cinco minutos","De seis minutos até meia hora","Mais de meia hora até uma hora","Mais de uma hora até duas horas","Mais de duas horas"
"Cód.","Município","Grupos de horas habitualmente trabalhadas por semana no trabalho principal","Total","Total","Total","Total","Total"
"3514007","Dobrada (SP)","Total","305","1163","603","199","14"
"3514106","Dois Córregos (SP)","Total","1183","5222","1970","583","65"
"3514205","Dolcinópolis (SP)","Total","288","333","128","56","12"
"3514304","Dourado (SP)","Total","774","1636","474","160","9"
"3514403","Dracena (SP)","Total","2654","10713","1692","375","96"
"3514502","Duartina (SP)","Total","841","3008","869","197","12"
"3514601","Dumont (SP)","Total","718","2132","630","132","-"
"3514700","Echaporã (SP)","Total","540","918","554","109","13"
"3514809","Eldorado (SP)","Total","651","2137","547","192","23"
"3514908","Elias Fausto (SP)","Total","907","4358","1114","141","5"
"3514924","Elisiário (SP)","Total","258","895","136","19","5"
"3514957","Embaúba (SP)","Total","280","334","317","138","13"
"3515004","Embu das Artes (SP)","Total","3666","24309","29957","24335","7198"
"3515103","Embu-Guaçu (SP)","Total","1250","7884","5015","4160","2345"
"3515129","Emilianópolis (SP)","Total","246","354","185","191","18"
"3515152","Engenheiro Coelho (SP)","Total","900","3568","1090","418","94"
"3515186","Espírito Santo do Pinhal (SP)","Total","2228","10521","1897","336","101"
"3515194","Espírito Santo do Turvo (SP)","Total","189","1185","222","86","-"
"3515202","Estrela d'Oeste (SP)","Total","789","2392","280","47","4"
"3515301","Estrela do Norte (SP)","Total","104","326","208","73","-"
"3515350","Euclides da Cunha Paulista (SP)","Total","445","1056","633","251","76"
"3515400","Fartura (SP)","Total","1178","4139","582","51","41"
"3515509","Fernandópolis (SP)","Total","3779","18630","2668","550","188"
"3515608","Fernando Prestes (SP)","Total","656","1283","241","17","10"
"3515657","Fernão (SP)","Total","200","215","61","28","2"
"3515707","Ferraz de Vasconcelos (SP)","Total","2953","15235","14721","23320","5806"
"3515806","Flora Rica (SP)","Total","123","211","94","45","4"
"3515905","Floreal (SP)","Total","465","631","74","42","-"
"3516002","Flórida Paulista (SP)","Total","733","2085","990","231","23"
"3516101","Florínea (SP)","Total","265","288","143","10","7"
"3516200","Franca (SP)","Total","13698","82737","20739","3088","384"
"3516309","Francisco Morato (SP)","Total","1930","10710","12619","22415","6706"
"3516408","Franco da Rocha (SP)","Total","1489","11667","11981","14969","3220"
"3516507","Gabriel Monteiro (SP)","Total","340","635","170","46","8"
"3516606","Gália (SP)","Total","606","1356","366","103","3"
"3516705","Garça (SP)","Total","2536","9762","2215","259","84"
"3516804","Gastão Vidigal (SP)","Total","456","492","262","370","-"
"3516853","Gavião Peixoto (SP)","Total","304","937","479","65","-"
"3516903","General Salgado (SP)","Total","901","2620","730","177","18"
"3517000","Getulina (SP)","Total","425","1672","906","125","18"
"3517109","Glicério (SP)","Total","357","976","171","70","-"
"3517208","Guaiçara (SP)","Total","512","2894","593","120","11"
"3517307","Guaimbê (SP)","Total","547","715","776","138","4"
"3517406","Guaíra (SP)","Total","1581","7825","2275","296","47"
"3517505","Guapiaçu (SP)","Total","1019","3604","2184","403","47"
"3517604","Guapiara (SP)","Total","1221","3230","407","165","63"
"3517703","Guará (SP)","Total","1132","4051","1296","574","80"
"3517802","Guaraçaí (SP)","Total","516","1630","492","147","9"
"3517901","Guaraci (SP)","Total","838","2318","725","249","5"
"3518008","Guarani d'Oeste (SP)","Total","170","224","118","19","-"
"3518107","Guarantã (SP)","Total","397","1255","343","106","4"
"3518206","Guararapes (SP)","Total","2074","6035","2007","859","130"
"3518305","Guararema (SP)","Total","910","4490","1829","515","185"
"3518404","Guaratinguetá (SP)","Total","3692","25434","6160","1380","218"
"3518503","Guareí (SP)","Total","778","1787","1054","315","27"
"3518602","Guariba (SP)","Total","1154","6245","2905","846","118"
"3518701","Guarujá (SP)","Total","6507","47569","30832","8375","1110"
"3518800","Guarulhos (SP)","Total","24343","139235","141472","82437","20915"
"3518859","Guatapará (SP)","Total","443","1208","618","145","14"
"3518909","Guzolândia (SP)","Total","319","901","423","198","14"
"3519006","Herculândia (SP)","Total","524","1339","270","131","11"
"3519055","Holambra (SP)","Total","1044","3560","539","126","8"
"3519071","Hortolândia (SP)","Total","4841","27623","29294","13353","776"
"3519105","Iacanga (SP)","Total","876","2420","453","122","16"
"3519204","Iacri (SP)","Total","423","1140","205","253","60"
"3519253","Iaras (SP)","Total","345","838","206","84","16"
"3519303","Ibaté (SP)","Total","879","5861","3989","698","119"
"3519402","Ibirá (SP)","Total","500","2556","854","76","13"
"3519501","Ibirarema (SP)","Total","456","1351","429","42","13"
"3519600","Ibitinga (SP)","Total","3755","14104","2561","385","104"
"3519709","Ibiúna (SP)","Total","3165","14203","5484","1537","291"
"3519808","Icém (SP)","Total","307","1506","678","271","12"
"3519907","Iepê (SP)","Total","658","1263","293","306","24"
"3520004","Igaraçu do Tietê (SP)","Total","832","4614","2266","437","158"
"3520103","Igarapava (SP)","Total","1468","5678","2551","1066","218"
"3520202","Igaratá (SP)","Total","497","1783","539","228","36"
"3520301","Iguape (SP)","Total","1935","4403","1051","246","80"
"3520400","Ilhabela (SP)","Total","1482","7107","1746","267","113"
"3520426","Ilha Comprida (SP)","Total","565","1544","343","93","58"
"3520442","Ilha Solteira (SP)","Total","1983","4921","755","115","11"
"3520509","Indaiatuba (SP)","Total","6971","53264","17771","2850","684"
"3520608","Indiana (SP)","Total","384","901","312","88","36"
"3520707","Indiaporã (SP)","Total","383","831","203","33","6"
"3520806","Inúbia Paulista (SP)","Total","259","901","193","91","10"
"3520905","Ipaussu (SP)","Total","945","3070","1010","220","33"
"3521002","Iperó (SP)","Total","754","4979","2487","512","70"
"3521101","Ipeúna (SP)","Total","844","1529","151","12","11"
"3521150","Ipiguá (SP)","Total","199","727","545","83","2"
"3521200","Iporanga (SP)","Total","327","703","128","65","51"
"3521309","Ipuã (SP)","Total","957","2799","1204","498","72"
"3521408","Iracemápolis (SP)","Total","943","5046","1081","92","9"
"3521507","Irapuã (SP)","Total","826","1363","510","91","3"
"3521606","Irapuru (SP)","Total","266","1191","428","188","26"
"3521705","Itaberá (SP)","Total","982","3076","618","213","98"
"3521804","Itaí (SP)","Total","1342","3914","1852","743","87"
"3521903","Itajobi (SP)","Total","1269","3717","520","171","45"
"3522000","Itaju (SP)","Total","227","812","127","78","5"
"3522109","Itanhaém (SP)","Total","2868","16103","4888","1459","497"
"3522158","Itaoca (SP)","Total","263","687","112","60","12"
"3522208","Itapecerica da Serra (SP)","Total","2652","15932","14086","15725","8338"
"3522307","Itapetininga (SP)","Total","5711","30428","9602","2130","459"
"3522406","Itapeva (SP)","Total","4013","14804","5702","1430","299"
"3522505","Itapevi (SP)","Total","2202","20719","25424","19148","3372"
"3522604","Itapira (SP)","Total","3526","15198","3785","687","175"
"3522653","Itapirapuã Paulista (SP)","Total","302","472","226","96","14"
"3522703","Itápolis (SP)","Total","2190","9697","2344","675","112"
"3522802","Itaporanga (SP)","Total","914","2754","607","228","188"
"3522901","Itapuí (SP)","Total","601","3317","484","119","27"
"3523008","Itapura (SP)","Total","340","577","258","53","46"
"3523107","Itaquaquecetuba (SP)","Total","5580","32741","30572","26393","11658"
"3523206","Itararé (SP)","Total","2775","9303","1915","447","88"
"3523305","Itariri (SP)","Total","772","1985","954","241","53"
"3523404","Itatiba (SP)","Total","3822","27759","9095","1628","223"
"3523503","Itatinga (SP)","Total","852","3339","2314","506","15"
"3523602","Itirapina (SP)","Total","868","3545","541","109","12"
"3523701","Itirapuã (SP)","Total","574","1093","601","95","2"
"3523800","Itobi (SP)","Total","567","1845","414","53","6"
"3523909","Itu (SP)","Total","5978","35277","12917","2442","268"
"3524006","Itupeva (SP)","Total","1351","11162","3685","954","93"
"3524105","Ituverava (SP)","Total","2558","7958","1774","727","180"
"3524204","Jaborandi (SP)","Total","585","1173","685","121","3"
"3524303","Jaboticabal (SP)","Total","3475","18037","3213","530","169"
"3524402","Jacareí (SP)","Total","4508","38930","24899","5503","672"
"3524501","Jaci (SP)","Total","842","1444","175","63","6"
"3524600","Jacupiranga (SP)","Total","839","2985","851","193","77"
"3524709","Jaguariúna (SP)","Total","2027","10119","2057","589","74"
"3524808","Jales (SP)","Total","2855","12512","1334","205","119"
"3524907","Jambeiro (SP)","Total","270","1352","346","47","-"
"3525003","Jandira (SP)","Total","2127","16934","16145","9401","1224"
"3525102","Jardinópolis (SP)","Total","1621","7323","2917","572","112"
"3525201","Jarinu (SP)","Total","1166","4053","2167","770","59"
"3525300","Jaú (SP)","Total","6498","38964","5323","482","91"
"3525409","Jeriquara (SP)","Total","180","769","219","20","2"
"3525508","Joanópolis (SP)","Total","990","2331","509","125","16"
"3525607","João Ramalho (SP)","Total","432","688","338","251","30"
"3525706","José Bonifácio (SP)","Total","3371","7671","1886","658","68"
"3525805","Júlio Mesquita (SP)","Total","267","538","606","113","48"
"3525854","Jumirim (SP)","Total","280","872","65","4","-"
"3525904","Jundiaí (SP)","Total","10906","81622","42219","14217","1909"
"3526001","Junqueirópolis (SP)","Total","1455","3526","961","163","26"
"3526100","Juquiá (SP)","Total","981","3373","793","192","92"
"3526209","Juquitiba (SP)","Total","1457","3964","1801","1067","361"
"3526308","Lagoinha (SP)","Total","375","822","228","125","14"
"3526407","Laranjal Paulista (SP)","Total","1110","6652","1014","124","12"
"3526506","Lavínia (SP)","Total","386","841","217","176","65"
"3526605","Lavrinhas (SP)","Total","200","1093","530","67","20"
"3526704","Leme (SP)","Total","3603","21177","6323","2778","618"
"3526803","Lençóis Paulista (SP)","Total","2953","15474","3656","604","160"
"3526902","Limeira (SP)","Total","10109","62359","22705","3113","577"
"3527009","Lindóia (SP)","Total","547","2138","307","81","8"
"3527108","Lins (SP)","Total","2643","19167","4150","773","102"
"3527207","Lorena (SP)","Total","3069","18040","3992","639","172"
"3527256","Lourdes (SP)","Total","185","242","304","92","3"
"3527306","Louveira (SP)","Total","1745","12194","2140","236","79"
"3527405","Lucélia (SP)","Total","1067","3724","1178","249","34"
"3527504","Lucianópolis (SP)","Total","271","582","83","42","-"
"3527603","Luís Antônio (SP)","Total","591","2517","1063","247","6"
"3527702","Luiziânia (SP)","Total","254","889","492","331","55"
"3527801","Lupércio (SP)","Total","296","1025","290","72","3"
"3527900","Lutécia (SP)","Total","157","430","182","62","-"
"3528007","Macatuba (SP)","Total","716","3914","1195","292","23"
"3528106","Macaubal (SP)","Total","458","1373","563","247","21"
"3528205","Macedônia (SP)","Total","359","699","179","60","12"
"3528304","Magda (SP)","Total","336","667","157","28","7"
"3528403","Mairinque (SP)","Total","1071","7505","4016","719","144"
"3528502","Mairiporã (SP)","Total","2393","12683","8228","3858","657"
"3528601","Manduri (SP)","Total","784","2068","799","304","12"
"3528700","Marabá Paulista (SP)","Total","303","517","167","101","3"
"3528809","Maracaí (SP)","Total","801","3154","758","200","4"
"3528858","Marapoama (SP)","Total","429","619","62","11","9"
"3528908","Mariápolis (SP)","Total","178","381","442","337","39"
"3529005","Marília (SP)","Total","8068","49632","15031","2073","418"
"3529104","Marinópolis (SP)","Total","242","438","72","15","5"
"3529203","Martinópolis (SP)","Total","1132","4019","1911","694","30"
"3529302","Matão (SP)","Total","4051","19351","4175","1207","368"
"3529401","Mauá (SP)","Total","7012","46328","56888","42283","7653"
"3529500","Mendonça (SP)","Total","433","1014","192","86","13"
"3529609","Meridiano (SP)","Total","468","737","154","41","-"
"3529658","Mesópolis (SP)","Total","149","315","144","53","14"
"3529708","Miguelópolis (SP)","Total","1074","4263","1559","644","17"
"3529807","Mineiros do Tietê (SP)","Total","896","2576","1199","219","5"
"3529906","Miracatu (SP)","Total","1354","2971","806","265","169"
"3530003","Mira Estrela (SP)","Total","351","457","72","29","2"
"3530102","Mirandópolis (SP)","Total","1499","4804","1602","613","96"
"3530201","Mirante do Paranapanema (SP)","Total","771","2086","819","449","46"
"3530300","Mirassol (SP)","Total","2773","14530","3043","451","87"
"3530409","Mirassolândia (SP)","Total","508","452","461","130","8"
"3530508","Mococa (SP)","Total","3891","15422","3689","866","191"
"3530607","Mogi das Cruzes (SP)","Total","8111","65036","39904","15850","4948"
"3530706","Mogi Guaçu (SP)","Total","4941","33253","9498","2194","173"
"3530805","Mogi Mirim (SP)","Total","3374","21217","5376","762","203"
"3530904","Mombuca (SP)","Total","376","473","170","31","18"
"3531001","Monções (SP)","Total","197","509","59","36","2"
"3531100","Mongaguá (SP)","Total","1554","7110","2587","1054","325"
"3531209","Monte Alegre do Sul (SP)","Total","311","1468","392","48","3"
"3531308","Monte Alto (SP)","Total","3534","14497","1466","267","41"
"3531407","Monte Aprazível (SP)","Total","1342","4059","1568","270","61"
"3531506","Monte Azul Paulista (SP)","Total","1498","4972","969","341","34"
"3531605","Monte Castelo (SP)","Total","327","811","353","70","5"
"3531704","Monteiro Lobato (SP)","Total","298","589","253","141","6"
"3531803","Monte Mor (SP)","Total","1730","7946","5661","2855","289"
"3531902","Morro Agudo (SP)","Total","1310","6193","2770","1195","43"
"3532009","Morungaba (SP)","Total","945","2661","843","100","13"
"3532058","Motuca (SP)","Total","172","660","359","71","-"
"3532108","Murutinga do Sul (SP)","Total","314","779","170","42","3"
"3532157","Nantes (SP)","Total","400","431","144","70","-"
"3532207","Narandiba (SP)","Total","382","692","474","168","24"
"3532306","Natividade da Serra (SP)","Total","472","789","195","114","29"
"3532405","Nazaré Paulista (SP)","Total","623","2676","1183","261","53"
"3532504","Neves Paulista (SP)","Total","874","2047","703","114","9"
"3532603","Nhandeara (SP)","Total","908","2235","456","100","57"
"3532702","Nipoã (SP)","Total","220","1082","216","18","5"
"3532801","Nova Aliança (SP)","Total","281","1283","646","90","-"
"3532827","Nova Campina (SP)","Total","431","1353","409","194","12"
"3532843","Nova Canaã Paulista (SP)","Total","177","283","139","26","2"
"3532868","Nova Castilho (SP)","Total","314","142","34","14","-"
"3532900","Nova Europa (SP)","Total","372","2406","714","154","10"
"3533007","Nova Granada (SP)","Total","849","3769","2627","570","9"
"3533106","Nova Guataporanga (SP)","Total","214","438","105","45","11"
"3533205","Nova Independência (SP)","Total","215","761","85","19","3"
"3533254","Novais (SP)","Total","165","647","479","146","35"
"3533304","Nova Luzitânia (SP)","Total","290","468","585","151","-"
"3533403","Nova Odessa (SP)","Total","1897","12642","4023","865","83"
"3533502","Novo Horizonte (SP)","Total","2552","9691","1959","608","54"
"3533601","Nuporanga (SP)","Total","414","1936","162","26","7"
"3533700","Ocauçu (SP)","Total","288","828","307","102","6"
"3533809","Óleo (SP)","Total","267","422","290","55","6"
"3533908","Olímpia (SP)","Total","2108","12214","3467","782","99"
"3534005","Onda Verde (SP)","Total","225","805","327","29","6"
"3534104","Oriente (SP)","Total","471","1417","393","34","20"
"3534203","Orindiúva (SP)","Total","434","1918","243","32","7"
"3534302","Orlândia (SP)","Total","2922","9833","2323","402","24"
"3534401","Osasco (SP)","Total","10403","77246","94951","49051","6422"
"3534500","Oscar Bressane (SP)","Total","240","478","168","21","2"
"3534609","Osvaldo Cruz (SP)","Total","1953","7888","1523","253","48"
"3534708","Ourinhos (SP)","Total","4332","27212","5934","978","249"
"3534757","Ouroeste (SP)","Total","920","2056","346","60","14"
"3534807","Ouro Verde (SP)","Total","443","1149","708","359","67"
"3534906","Pacaembu (SP)","Total","752","1919","630","526","50"
"3535002","Palestina (SP)","Total","562","1962","995","281","23"
"3535101","Palmares Paulista (SP)","Total","551","1867","2033","541","19"
"3535200","Palmeira d'Oeste (SP)","Total","847","2002","345","180","45"
"3535309","Palmital (SP)","Total","1096","4909","675","173","33"
